problem_id	description	regex	pos_examples	neg_examples
b-1_t-sep_id-5	Digits and letters, uppper or lowercase, are allowed in each part of the string.  The string must be 3 characters or longer and can be broken up into 2 or 3 parts using commas.  The string must also contain the letters J and D.	concat(and(repeatatleast(or(<low>,or(<cap>,<num>)),1),and(repeatatleast(<any>,3),contain(const(<JD>)))),star(concat(<,>,and(repeatatleast(or(<low>,or(<cap>,<num>)),1),and(repeatatleast(<any>,3),contain(const(<JD>)))))))	74FcJD1 Jnd3tBLCJJJJD,JJD JBsJD,JD7,JD0 GcAJVdX5JJD WJEALqh7FEJCYJD0Kc o7CpJD	,z1^7@Z=4DJD JD,JD,JD,JD,JD,JD H8.$^=JD GmCaJ17R9JT !RJDV Uo1,ZJ2HJ1UJJk9
b-1_t-sep_id-51	A list of dot separated strings. The first, second and third strings must start with letters. Each strings can contain digits and must contain the letter w. All letters are in lowercase.	concat(and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>))),concat(<.>,concat(and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>))),concat(<.>,and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>)))))))	zvw.zw.yty0w xzswv3.w.waw9330 z7wjnpb4.mw.wjc zvw.zw.ytyw7 xzswv3.w.waw93z0 y0wi0.w8.pw	jl2yxw.y.w w0.w3o3.h814 ew.xeGD3w.wh xw.w.r y5cpw.ce.w3r6h621 xw3.yw6.mz
b-1_t-sep_id-51	"A list of three dot separated strings. The strings can have digits and lowercase letters, must contain a ""w"" and must start with a lowercase."	concat(and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>))),concat(<.>,concat(and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>))),concat(<.>,and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>)))))))	zvw.zw.yty0w xzswv3.w.waw9330 z7wjnpb4.mw.wjc zvw.zw.ytyw7 xzswv3.w.waw93z0 y0wi0.w8.pw	jl2yxw.y.w w0.w3o3.h814 ew.xeGD3w.wh xw.w.r y5cpw.ce.w3r6h621 xw3.yw6.mz
b-1_t-sep_id-51	"A list of three dot separated strings, where each string must start with a lowercase letter, contain at least one ""w"" character, and contain only lowercase letters or digits"	concat(and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>))),concat(<.>,concat(and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>))),concat(<.>,and(repeatatleast(or(<num>,<low>),1),and(startwith(<low>),contain(<w>)))))))	zvw.zw.yty0w xzswv3.w.waw9330 z7wjnpb4.mw.wjc zvw.zw.ytyw7 xzswv3.w.waw93z0 y0wi0.w8.pw	jl2yxw.y.w w0.w3o3.h814 ew.xeGD3w.wh xw.w.r y5cpw.ce.w3r6h621 xw3.yw6.mz
b-1_t-sep_id-52	A list of three strings separated by semicolons. The first is composed of three numbers, one S and three other letters. The second is composed of five characters mixed between numbers and letters. The third consists of several letters in lower case.	concat(concat(repeat(<num>,3),concat(<S>,repeatrange(<let>,2,4))),concat(<;>,concat(repeatatleast(or(<low>,or(<num>,<cap>)),1),concat(<;>,repeatatleast(or(<low>,or(<num>,<I>)),1)))))	796SeHH;g6Hk;53IxIdf 269StX;Eso5F;Ii 267SJl;c;IIi80d4I2 267SJl;c;IIi80d40w 912Sfh;72R82z1;1 796SeHH;g6Hk;53IxIII	906DEr;8M8L9;I 701SfLZ;RJp;U3x56o 704Szxcy;Z;H242I6 612mvrD;V6;Ib8I 859Dqu;LoO;0oIIn64 515Six;21;zS5XvBJX
b-1_t-sep_id-52	A string starting with three numbers then a capital letter ' s'  followed by 2-4 letters and a semi colon. After which is allowed lowercase letters, capital letters or digits; then an additional semi colon. At the end should be lowercase letters, digits or te capital letter ' I' .	concat(concat(repeat(<num>,3),concat(<S>,repeatrange(<let>,2,4))),concat(<;>,concat(repeatatleast(or(<low>,or(<num>,<cap>)),1),concat(<;>,repeatatleast(or(<low>,or(<num>,<I>)),1)))))	796SeHH;g6Hk;53IxIdf 269StX;Eso5F;Ii 267SJl;c;IIi80d4I2 267SJl;c;IIi80d40w 912Sfh;72R82z1;1 796SeHH;g6Hk;53IxIII	906DEr;8M8L9;I 701SfLZ;RJp;U3x56o 704Szxcy;Z;H242I6 612mvrD;V6;Ib8I 859Dqu;LoO;0oIIn64 515Six;21;zS5XvBJX
b-1_t-sep_id-52	"A list of three semi-colon separated strings. The first must start with 3 digits, followed by a ""S"" and 2-4 letters. The second can contain digits, lowercase and capital letters. The last can have digits, lowercase letters and ""I""."	concat(concat(repeat(<num>,3),concat(<S>,repeatrange(<let>,2,4))),concat(<;>,concat(repeatatleast(or(<low>,or(<num>,<cap>)),1),concat(<;>,repeatatleast(or(<low>,or(<num>,<I>)),1)))))	796SeHH;g6Hk;53IxIdf 269StX;Eso5F;Ii 267SJl;c;IIi80d4I2 267SJl;c;IIi80d40w 912Sfh;72R82z1;1 796SeHH;g6Hk;53IxIII	906DEr;8M8L9;I 701SfLZ;RJp;U3x56o 704Szxcy;Z;H242I6 612mvrD;V6;Ib8I 859Dqu;LoO;0oIIn64 515Six;21;zS5XvBJX
b-1_t-sep_id-55	The string consists of 3 parts divided by a colon. The first part are three or more digits. The second one has at least a digit and it can contain lowercase 'e' and 'v'. The third one can't contain special characters.	concat(repeatatleast(<num>,3),concat(<,>,concat(and(repeatatleast(or(<num>,or(<e>,<v>)),1),contain(<num>)),concat(<,>,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	9829,65v,c7L2mvX4TSW 6964,0,1 9829,65v,c7L2mvX4Toh 807127091,e5,481 9829,65v,c7L2mvX4ToA 696,43,S	44,5e4e,jC 09,e0ve7eee71,iN4 37,e3,5V2y4 87,vvv1,4m 61,e04ve,3JL0X 98,eev0v,5e6V
b-1_t-sep_id-55	A comma separated list of 3 strings. The first string consists of digits only and needs to be at least 3 characters long. The second string is built out of digits and/or letters e and v, and needs to include at least one digit. The third string may include letters and digits only.	concat(repeatatleast(<num>,3),concat(<,>,concat(and(repeatatleast(or(<num>,or(<e>,<v>)),1),contain(<num>)),concat(<,>,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	9829,65v,c7L2mvX4TSW 6964,0,1 9829,65v,c7L2mvX4Toh 807127091,e5,481 9829,65v,c7L2mvX4ToA 696,43,S	44,5e4e,jC 09,e0ve7eee71,iN4 37,e3,5V2y4 87,vvv1,4m 61,e04ve,3JL0X 98,eev0v,5e6V
b-1_t-sep_id-55	a string that begins with 3 or more numbers, followed by a comma, then a section that has at least one digit, in addition to an optional e and/or v. Then a comma, followed by any letters or digits.	concat(repeatatleast(<num>,3),concat(<,>,concat(and(repeatatleast(or(<num>,or(<e>,<v>)),1),contain(<num>)),concat(<,>,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	9829,65v,c7L2mvX4TSW 6964,0,1 9829,65v,c7L2mvX4Toh 807127091,e5,481 9829,65v,c7L2mvX4ToA 696,43,S	44,5e4e,jC 09,e0ve7eee71,iN4 37,e3,5V2y4 87,vvv1,4m 61,e04ve,3JL0X 98,eev0v,5e6V
b-1_t-sep_id-56	"The lists consists of an indeterminate number of strings. Each string must begin with four lowercase ""q""s. Next is an optional 3-4 digit number. Each string ends with three or four capital letters."	concat(concat(repeat(<q>,4),concat(optional(repeatrange(<num>,3,4)),repeatrange(<cap>,3,4))),star(concat(<,>,concat(repeat(<q>,4),concat(optional(repeatrange(<num>,3,4)),repeatrange(<cap>,3,4))))))	qqqqQNMI qqqqPQN,qqqqTDQU qqqq747KJTH qqqqOKS,qqqq739OYPJ qqqq925HQQ,qqqqBIAO qqqqRXUG,qqqqWFLG	qqqq1219OXGJE qqqq60DVA,qqqq83ADM qqqqqVJFX qqqqqBKD,qqqqq590XWX qqqqqSXG,qqqqq318ZZM qqqqqFPK,qqqqqCAM
b-1_t-sep_id-56	There are three separate portions to this pattern. The first portion consists of 2-3 stings. The first string in portion one is 4 consecutive lowercase 'q', it then can have an optional string of 3-4 digits, then there is one more required string, this time of 3-4 uppercase letters followed by a comma. The second portion of this pattern contains 2-3 strings with the same requirements as the first portion only this time instead of being ended with a comma it is ended with three dots. The third and final portion has the same requirements as the first two portions in regards to the strings and what is required for them.	concat(concat(repeat(<q>,4),concat(optional(repeatrange(<num>,3,4)),repeatrange(<cap>,3,4))),star(concat(<,>,concat(repeat(<q>,4),concat(optional(repeatrange(<num>,3,4)),repeatrange(<cap>,3,4))))))	qqqqQNMI qqqqPQN,qqqqTDQU qqqq747KJTH qqqqOKS,qqqq739OYPJ qqqq925HQQ,qqqqBIAO qqqqRXUG,qqqqWFLG	qqqq1219OXGJE qqqq60DVA,qqqq83ADM qqqqqVJFX qqqqqBKD,qqqqq590XWX qqqqqSXG,qqqqq318ZZM qqqqqFPK,qqqqqCAM
b-1_t-sep_id-56	"A list of arbitrary length of comma separated strings. The strings must start with 4 ""q""s, followed by an optional 3-4 digits and must end with 3-4 capital letters."	concat(concat(repeat(<q>,4),concat(optional(repeatrange(<num>,3,4)),repeatrange(<cap>,3,4))),star(concat(<,>,concat(repeat(<q>,4),concat(optional(repeatrange(<num>,3,4)),repeatrange(<cap>,3,4))))))	qqqqQNMI qqqqPQN,qqqqTDQU qqqq747KJTH qqqqOKS,qqqq739OYPJ qqqq925HQQ,qqqqBIAO qqqqRXUG,qqqqWFLG	qqqq1219OXGJE qqqq60DVA,qqqq83ADM qqqqqVJFX qqqqqBKD,qqqqq590XWX qqqqqSXG,qqqqq318ZZM qqqqqFPK,qqqqqCAM
b-1_t-sep_id-58	A sequence separated by a semicolon. Before the first semicolon can contain digits and the characters 'v' and 'U' written this way. The same goes for before the second semicolon. After this it must contain the character 'G' and after it optionally '='.	concat(repeatatleast(or(<num>,or(<U>,<v>)),1),concat(<;>,concat(repeatatleast(or(<num>,or(<U>,<v>)),1),concat(<;>,concat(<G>,optional(<=>))))))	v;5v59Uv;G UU;v;G Uv;v1vvU3;G UvUv;UvvUUvv3;G= vvv;vU;G vv4U;U8;G	v;vU26v;G# vUvUvUU;CVD4;G M;7;G v;GV;G= v0vv1;vvvUv;G$ v;vvU3Uvvv00vvv;GG
b-1_t-sep_id-58	"This is a list of 3 strings that are separated by semi-colons.  The first and second strings consist of an unspecified number of characters that can include include: digits, ""U"", and ""v"".  The third string is the letter ""G"" followed by an optional ""=""."	concat(repeatatleast(or(<num>,or(<U>,<v>)),1),concat(<;>,concat(repeatatleast(or(<num>,or(<U>,<v>)),1),concat(<;>,concat(<G>,optional(<=>))))))	v;5v59Uv;G UU;v;G Uv;v1vvU3;G UvUv;UvvUUvv3;G= vvv;vU;G vv4U;U8;G	v;vU26v;G# vUvUvUU;CVD4;G M;7;G v;GV;G= v0vv1;vvvUv;G$ v;vvU3Uvvv00vvv;GG
b-1_t-sep_id-58	This string's first two sections will be divided by a semicolon. The first two sections will contain digits capital U and lowecase v. These two sections will be preceded by ;G. Equals sign may be added at end if desired but is necessary for completing the string	concat(repeatatleast(or(<num>,or(<U>,<v>)),1),concat(<;>,concat(repeatatleast(or(<num>,or(<U>,<v>)),1),concat(<;>,concat(<G>,optional(<=>))))))	v;5v59Uv;G UU;v;G Uv;v1vvU3;G UvUv;UvvUUvv3;G= vvv;vU;G vv4U;U8;G	v;vU26v;G# vUvUvUU;CVD4;G M;7;G v;GV;G= v0vv1;vvvUv;G$ v;vvU3Uvvv00vvv;GG
b-1_t-sep_id-59	The list consists of an indeterminate number of dash separated strings of any length. The strings may only use letters.	concat(repeatatleast(<let>,1),star(concat(<->,repeatatleast(<let>,1))))	alNGXVRrWKfAu M-doLeJAIEXbSiB t-A-EXRkuJPwaY Kl-pWs-DOnEAR-eiP kg-hk zi-aI-Xh	45DV-J-Z5A-7w k9-2-1b3 0e-0jW0RDii PaP8 CH3F-Z8
b-1_t-sep_id-59	A list of three strings, the first two separated by a dash and the last two by three dots and a dash. The first is composed of several capital and lowercase letters, the second of capital letters, the third of lowercase letters.	concat(repeatatleast(<let>,1),star(concat(<->,repeatatleast(<let>,1))))	alNGXVRrWKfAu M-doLeJAIEXbSiB t-A-EXRkuJPwaY Kl-pWs-DOnEAR-eiP kg-hk zi-aI-Xh	45DV-J-Z5A-7w k9-2-1b3 0e-0jW0RDii PaP8 CH3F-Z8
b-1_t-sep_id-59	A list of arbitrary length of dash separated strings. The strings can only have letters.	concat(repeatatleast(<let>,1),star(concat(<->,repeatatleast(<let>,1))))	alNGXVRrWKfAu M-doLeJAIEXbSiB t-A-EXRkuJPwaY Kl-pWs-DOnEAR-eiP kg-hk zi-aI-Xh	45DV-J-Z5A-7w k9-2-1b3 0e-0jW0RDii PaP8 CH3F-Z8
b-1_t-sep_id-6	"The list consists of three semicolon separated strings. The first consists of two or three letters, which can optionally be preceded with a capital ""X"" or ""P"". The second string consists of two to four numbers. The last string can have letters or numbers, but it can't be any longer than five characters."	concat(concat(optional(or(<X>,<P>)),repeatrange(<let>,2,3)),concat(<;>,concat(repeatrange(<num>,2,4),concat(<;>,and(repeatatleast(or(<let>,<num>),1),repeatrange(<any>,0,5))))))	BpY;94;V2q7C PA;34;QJC34 WZ;29;6 BpY;94;V2qDw Ffh;99;8 XT;4664;T8Lm6	Qvfh;784;4bJ PD;219;oC8Mal AIdO;5881;JD Zz;1;oP0Cj rmd;22;PBs7zb NXYe;58;5cGGM
b-1_t-sep_id-6	A semicolon separated list of 3 strings. The first string consists of 2 or 3 letters and can additionally be optionally prefixed with the capital letter X or P. The second string represents a number of 2 to 4 digits. The third string is at most 5 characters long and consists of letters and digits.	concat(concat(optional(or(<X>,<P>)),repeatrange(<let>,2,3)),concat(<;>,concat(repeatrange(<num>,2,4),concat(<;>,and(repeatatleast(or(<let>,<num>),1),repeatrange(<any>,0,5))))))	BpY;94;V2q7C PA;34;QJC34 WZ;29;6 BpY;94;V2qDw Ffh;99;8 XT;4664;T8Lm6	Qvfh;784;4bJ PD;219;oC8Mal AIdO;5881;JD Zz;1;oP0Cj rmd;22;PBs7zb NXYe;58;5cGGM
b-1_t-sep_id-6	"A list of three semi-colon separated strings The first can start with an optional ""X"" or ""P"" followed by 2-3 letters. The second must be 2-4 digits. The third must be 5 characters or less and can contain letters and digits."	concat(concat(optional(or(<X>,<P>)),repeatrange(<let>,2,3)),concat(<;>,concat(repeatrange(<num>,2,4),concat(<;>,and(repeatatleast(or(<let>,<num>),1),repeatrange(<any>,0,5))))))	BpY;94;V2q7C PA;34;QJC34 WZ;29;6 BpY;94;V2qDw Ffh;99;8 XT;4664;T8Lm6	Qvfh;784;4bJ PD;219;oC8Mal AIdO;5881;JD Zz;1;oP0Cj rmd;22;PBs7zb NXYe;58;5cGGM
b-1_t-sep_id-60	A list of the seven strings. a first and fourth string consist the 'tqp' or 'upf' and the second and fifth string are the optional strings there are two or more 6 digit numeric value and the followed by a third and sixth part is consist by a comma. last string is consist a 2 to 4 digit numeric value.	concat(concat(or(const(<tqp>),const(<yqf>)),optional(repeatatleast(<6>,2))),concat(<,>,concat(concat(or(const(<tqp>),const(<yqf>)),optional(repeatatleast(<6>,2))),concat(<,>,repeatrange(<num>,2,4)))))	yqf,yqf66,5431 tqp,tqp6666,851 tqp,tqp66666,8743 tqp,tqp,820 tqp,yqf666,5148 tqp,yqf,068	tqp666,tqp6666,69834 tqp,tqp666,70223 yqf6666,yqf,01915 tqp6,tqp,737 tqp66666,tqp,61888 tqp6,tqp6666,141
b-1_t-sep_id-60	The string starts with either 'tqp' or 'yqf'. Following that are an optional string of 2 or more of the number '6'. After a comma anther substring follows the same criteria. Finally there is another comma and 2-4 digits.	concat(concat(or(const(<tqp>),const(<yqf>)),optional(repeatatleast(<6>,2))),concat(<,>,concat(concat(or(const(<tqp>),const(<yqf>)),optional(repeatatleast(<6>,2))),concat(<,>,repeatrange(<num>,2,4)))))	yqf,yqf66,5431 tqp,tqp6666,851 tqp,tqp66666,8743 tqp,tqp,820 tqp,yqf666,5148 tqp,yqf,068	tqp666,tqp6666,69834 tqp,tqp666,70223 yqf6666,yqf,01915 tqp6,tqp,737 tqp66666,tqp,61888 tqp6,tqp6666,141
b-1_t-sep_id-60	The string consists of three parts each separated by a comma. The first two string sections can begin with either 'tqp' or 'yqf'. These first two sections may or may not be followed with 2 or more '6's. The final section must contain between 2 and 4 digits.	concat(concat(or(const(<tqp>),const(<yqf>)),optional(repeatatleast(<6>,2))),concat(<,>,concat(concat(or(const(<tqp>),const(<yqf>)),optional(repeatatleast(<6>,2))),concat(<,>,repeatrange(<num>,2,4)))))	yqf,yqf66,5431 tqp,tqp6666,851 tqp,tqp66666,8743 tqp,tqp,820 tqp,yqf666,5148 tqp,yqf,068	tqp666,tqp6666,69834 tqp,tqp666,70223 yqf6666,yqf,01915 tqp6,tqp,737 tqp66666,tqp,61888 tqp6,tqp6666,141
b-1_t-sep_id-61	There are three dot separated strings. Each begins with three or four numbers. Optionally, one or two letters can come next. There are one to four lowercase letters at the end.	concat(concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4))),concat(<.>,concat(concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4))),concat(<.>,concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4)))))))	572Im.390z.782pq 798PRykmr.493qx.508c 572Im.390zd.112c 798PRykmr.493q.988Ne 2834LWq.8551i.548Gr 716n.592f.262qi	67849YYb.785Cf.267v 630h.798wdRg.990y 9324Jf.30k.874g 1636k.785KH.276QZnvl 66233tWk.0434li.995p 598l.434x.769CDVm
b-1_t-sep_id-61	A list of the eleven strings. one, five, nine parts strings consist the 3 to 4 digit numeric value. and the two, six, ten parts consist the 1 to 2 letters that is an optional. three, seven, eleventh part of the strings is the 1 to 4 lowercase. four and nine part strings consist the comma.	concat(concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4))),concat(<.>,concat(concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4))),concat(<.>,concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4)))))))	572Im.390z.782pq 798PRykmr.493qx.508c 572Im.390zd.112c 798PRykmr.493q.988Ne 2834LWq.8551i.548Gr 716n.592f.262qi	67849YYb.785Cf.267v 630h.798wdRg.990y 9324Jf.30k.874g 1636k.785KH.276QZnvl 66233tWk.0434li.995p 598l.434x.769CDVm
b-1_t-sep_id-61	A dot-separated list of 3 strings, where each string consists of 3 to 4 digits, optionally followed by 1 or 2 letters and finally ends with between 1 and 4 lowercase letters.	concat(concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4))),concat(<.>,concat(concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4))),concat(<.>,concat(repeatrange(<num>,3,4),concat(optional(repeatrange(<let>,1,2)),repeatrange(<low>,1,4)))))))	572Im.390z.782pq 798PRykmr.493qx.508c 572Im.390zd.112c 798PRykmr.493q.988Ne 2834LWq.8551i.548Gr 716n.592f.262qi	67849YYb.785Cf.267v 630h.798wdRg.990y 9324Jf.30k.874g 1636k.785KH.276QZnvl 66233tWk.0434li.995p 598l.434x.769CDVm
b-1_t-sep_id-62	"The list consists of three dash separated strings. The first string is a single lowercase ""d"" or ""b"". The second string is one to four lowercase ""c""s, and the third string can be any length and can contain numbers and uppercase and lowercase letters."	concat(or(<d>,<b>),concat(<->,concat(repeatrange(<c>,1,4),concat(<->,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	b-cc-R92eA04 d-c-E4h d-cc-mi1G d-cccc-zXY d-c-3 b-c-89Qs26HupVuZF	b-ccccc-QLE28Gb0 b--0a13t5L b-ccccc-69 i-cc-996mU3laI i-c-2l4O i-cccc-O9TeS
b-1_t-sep_id-62	A string consists of 3 groups separated by dashes. The first group is a single letter d or b. The second group has 1 to 4 letters c. The final group is a sequence of letters and digits.	concat(or(<d>,<b>),concat(<->,concat(repeatrange(<c>,1,4),concat(<->,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	b-cc-R92eA04 d-c-E4h d-cc-mi1G d-cccc-zXY d-c-3 b-c-89Qs26HupVuZF	b-ccccc-QLE28Gb0 b--0a13t5L b-ccccc-69 i-cc-996mU3laI i-c-2l4O i-cccc-O9TeS
b-1_t-sep_id-62	The string starts either with letter d or letter b after which there is a dash and then 1 to 4 letter c followed by a dash. The end of string consists of lowercase letters, capital letters and numbers.	concat(or(<d>,<b>),concat(<->,concat(repeatrange(<c>,1,4),concat(<->,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	b-cc-R92eA04 d-c-E4h d-cc-mi1G d-cccc-zXY d-c-3 b-c-89Qs26HupVuZF	b-ccccc-QLE28Gb0 b--0a13t5L b-ccccc-69 i-cc-996mU3laI i-c-2l4O i-cccc-O9TeS
b-1_t-sep_id-64	The string consists of a lowercase letter followed by at least 3 capital letters and a semicolon. After the semicolon there are two strings in which only digit or lowercase letters are allowed separated by a semicolon	concat(concat(<low>,repeatatleast(<cap>,3)),concat(<;>,concat(repeatatleast(or(<num>,<low>),1),concat(<;>,repeatatleast(or(<num>,<low>),1)))))	yYNA;27r964p2;43r nJEX;f44;mi2m473he nJEX;f44;mi2m47303 iSSB;w;d bVWBINA;1f5;l2w77uz3 nFUL;30qf;6anb5v97o	kACYF;tJ;1j aFK;12z8;gmjlx72 nFRH;hv4lx;rYPnl48o vAZPQ;7;o0XCuP27ZcN rEJX;7f;sgrVYf0 tPNVM;i34D;5471ze5
b-1_t-sep_id-64	A list of 3 strings separated by semicolons. The first string is a lowercase character followed by at least 3 capital letters. The other two strings are built of digits and lowercase characters.	concat(concat(<low>,repeatatleast(<cap>,3)),concat(<;>,concat(repeatatleast(or(<num>,<low>),1),concat(<;>,repeatatleast(or(<num>,<low>),1)))))	yYNA;27r964p2;43r nJEX;f44;mi2m473he nJEX;f44;mi2m47303 iSSB;w;d bVWBINA;1f5;l2w77uz3 nFUL;30qf;6anb5v97o	kACYF;tJ;1j aFK;12z8;gmjlx72 nFRH;hv4lx;rYPnl48o vAZPQ;7;o0XCuP27ZcN rEJX;7f;sgrVYf0 tPNVM;i34D;5471ze5
b-1_t-sep_id-64	The string starts with lowercase letters after which there are more than 3 capital letters and then a semicolon followed by a part that consists of numbers and lowercase letters after which there is a semicolon. The last part of the string contains numbers and lowercase letters.	concat(concat(<low>,repeatatleast(<cap>,3)),concat(<;>,concat(repeatatleast(or(<num>,<low>),1),concat(<;>,repeatatleast(or(<num>,<low>),1)))))	yYNA;27r964p2;43r nJEX;f44;mi2m473he nJEX;f44;mi2m47303 iSSB;w;d bVWBINA;1f5;l2w77uz3 nFUL;30qf;6anb5v97o	kACYF;tJ;1j aFK;12z8;gmjlx72 nFRH;hv4lx;rYPnl48o vAZPQ;7;o0XCuP27ZcN rEJX;7f;sgrVYf0 tPNVM;i34D;5471ze5
b-1_t-sep_id-66	There are the nine string are in the parts. first one of the string was the allow the capital letters and the digit numeric value only 4 integers. the second and sixth part of the strings contains the dash symbol. and the third and seventh string contains the optional of the 2 capital letters. fourth and eighth part contains the 3 lowercase letters. and the final of the fifth and the last part contains the 'lqj' or 'xs'.	concat(and(repeatatleast(or(<cap>,<num>),1),repeat(<any>,4)),concat(<->,concat(concat(optional(repeat(<cap>,2)),concat(repeat(<low>,3),or(const(<lqj>),const(<xs>)))),concat(<->,concat(optional(repeat(<cap>,2)),concat(repeat(<low>,3),or(const(<lqj>),const(<xs>))))))))	16F3-ALeqglqj-nmcxs 795E-abdxs-suzlqj 795E-abdlqj-cbrxs 7953-mdylqj-bnzxs 16F3-ALeqgxs-cxalqj 16F3-doixs-JGcjtlqj	7dX2-uhqlqj-gmwxs 5PLB-fodxs-OJRqrdxs 8549-DZctfxs-HQdblqj 44K-LUazexs-HYsqhlqj 87W1-xzpmtm-xtsxs HG39-vddmtm-uudlqj
b-1_t-sep_id-66	"A list of three dash separated strings. The first can have digits and capital letter and must be 4 in length. The other two can start with an optional 2 capital letters, followed by 3 lowercase letters and must end with ""lqj"" or ""xs""."	concat(and(repeatatleast(or(<cap>,<num>),1),repeat(<any>,4)),concat(<->,concat(concat(optional(repeat(<cap>,2)),concat(repeat(<low>,3),or(const(<lqj>),const(<xs>)))),concat(<->,concat(optional(repeat(<cap>,2)),concat(repeat(<low>,3),or(const(<lqj>),const(<xs>))))))))	16F3-ALeqglqj-nmcxs 795E-abdxs-suzlqj 795E-abdlqj-cbrxs 7953-mdylqj-bnzxs 16F3-ALeqgxs-cxalqj 16F3-doixs-JGcjtlqj	7dX2-uhqlqj-gmwxs 5PLB-fodxs-OJRqrdxs 8549-DZctfxs-HQdblqj 44K-LUazexs-HYsqhlqj 87W1-xzpmtm-xtsxs HG39-vddmtm-uudlqj
b-1_t-sep_id-66	A lit of 3 dash separated strings.  The first string has 3 numbers and one capitol letter.   The second string has 5 lower case letters, could also have 2 capitol letters to start.  The third part is 5 letters also, that could also contain 2 or 3 capitol letters to start string..	concat(and(repeatatleast(or(<cap>,<num>),1),repeat(<any>,4)),concat(<->,concat(concat(optional(repeat(<cap>,2)),concat(repeat(<low>,3),or(const(<lqj>),const(<xs>)))),concat(<->,concat(optional(repeat(<cap>,2)),concat(repeat(<low>,3),or(const(<lqj>),const(<xs>))))))))	16F3-ALeqglqj-nmcxs 795E-abdxs-suzlqj 795E-abdlqj-cbrxs 7953-mdylqj-bnzxs 16F3-ALeqgxs-cxalqj 16F3-doixs-JGcjtlqj	7dX2-uhqlqj-gmwxs 5PLB-fodxs-OJRqrdxs 8549-DZctfxs-HQdblqj 44K-LUazexs-HYsqhlqj 87W1-xzpmtm-xtsxs HG39-vddmtm-uudlqj
b-1_t-sep_id-67	"The list consists of three dash separated strings. The first string uses only lowercase ""r""s and capital letters, and it must start with three lowercase ""r""s. The second and third strings can contain numbers and letters. The second string is five characters long, but the third can be any length"	concat(and(repeatatleast(or(<cap>,<r>),1),startwith(repeat(<r>,3))),concat(<->,concat(and(repeatatleast(or(<num>,<let>),1),repeat(<any>,5)),concat(<->,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	rrrIrrrD-u178h-VRIh rrrIrrrD-u178h-VRI9 rrrNWO-bNzO0-VPEze rrrIrrrD-u178h-VRIX rrr-l8ZQQ-4 rrrWr-fI17x-b4U3	rrrV-2kUBTl-30Gp1m rrrH-7i0YnQ-9ML rrrrWVrrPr-62M5yg-B9 rrrr-U6CCQ2-j rrrr-H8PY-GvnJsmB rrrWr-jQ6J-RH
b-1_t-sep_id-67	A string starting with three lowercase 'r', followed by a random number of any capital letter or lowercase 'r' and a hyphen. After which should be 5 of any letter or digit, a hyphen and finally any number or letters or digits.	concat(and(repeatatleast(or(<cap>,<r>),1),startwith(repeat(<r>,3))),concat(<->,concat(and(repeatatleast(or(<num>,<let>),1),repeat(<any>,5)),concat(<->,repeatatleast(or(<low>,or(<cap>,<num>)),1)))))	rrrIrrrD-u178h-VRIh rrrIrrrD-u178h-VRI9 rrrNWO-bNzO0-VPEze rrrIrrrD-u178h-VRIX rrr-l8ZQQ-4 rrrWr-fI17x-b4U3	rrrV-2kUBTl-30Gp1m rrrH-7i0YnQ-9ML rrrrWVrrPr-62M5yg-B9 rrrr-U6CCQ2-j rrrr-H8PY-GvnJsmB rrrWr-jQ6J-RH
