problem_id	description	regex	pos_examples	neg_examples
b-1_t-sep_id-88	there are the seven part of the strings. the first and fourth part of strings consist by a 3 to 4 digit numeric value or 3 to 4 lowercase and the next second and fifth string consist by a 1 to 3 lowercase letters and the third and sixth part strings are the semicolon  symbol and the last of the allow the lowercase but only a length of the three.	concat(concat(or(repeatrange(<num>,3,4),repeatrange(<low>,3,4)),repeatrange(<low>,1,3)),concat(<;>,concat(concat(or(repeatrange(<num>,3,4),repeatrange(<low>,3,4)),repeatrange(<low>,1,3)),concat(<;>,and(repeatatleast(<low>,1),repeat(<any>,3))))))	wpfmcib;109pkg;zej pakx;673x;npl 0037l;3258nxi;etj cwkwy;qychj;uht ugxy;8723c;gif 8593jwg;2026hgg;het	8156ndk;aifvfdi;ju 1213fnf;tilgrjm;865 ypdqx;9102snc;sm dqnm;gnyvgc;9n5 450hd;550j;jKh 6981;6103ye;itp
b-1_t-sep_id-88	A list of three semi-colon separated strings. The frst two must start with 3-4 digits or 3-4 lowercase letters followed by 1-3 lowercase letters. The third must be 3 lowercase letters.	concat(concat(or(repeatrange(<num>,3,4),repeatrange(<low>,3,4)),repeatrange(<low>,1,3)),concat(<;>,concat(concat(or(repeatrange(<num>,3,4),repeatrange(<low>,3,4)),repeatrange(<low>,1,3)),concat(<;>,and(repeatatleast(<low>,1),repeat(<any>,3))))))	wpfmcib;109pkg;zej pakx;673x;npl 0037l;3258nxi;etj cwkwy;qychj;uht ugxy;8723c;gif 8593jwg;2026hgg;het	8156ndk;aifvfdi;ju 1213fnf;tilgrjm;865 ypdqx;9102snc;sm dqnm;gnyvgc;9n5 450hd;550j;jKh 6981;6103ye;itp
b-1_t-sep_id-89	A list of six strings. a first string consist the 1 to 2 'S' and the second, fourth and last string consist by a 3 to 4 letters only. finally a third and the fifth strings are consist by a dash	concat(concat(repeatrange(<S>,1,2),repeatrange(<let>,3,4)),concat(<->,concat(repeatrange(<let>,3,4),concat(<->,repeatrange(<let>,3,4)))))	SqALl-hvaP-pfsf SqALl-hvaP-pfYK STpUP-FBu-GBvA SYuGk-mSV-Cvt SYuGk-mSV-CQA STpUP-FBu-GBDr	tzz-LUI-ult SeU-KLF-NBv SPcC-SpK-pDCLJ SYDFG-HpJrm-ZmGZ SelsV-jSykA-DDX AFxY-fLiy-Mhz
b-1_t-sep_id-89	The string consists of 1 or 2 of the letter 'S', followed by 3 or 4 letters, then a dash, then 3 or 4 letters, then a dash, then a final 3 or 4 letters.	concat(concat(repeatrange(<S>,1,2),repeatrange(<let>,3,4)),concat(<->,concat(repeatrange(<let>,3,4),concat(<->,repeatrange(<let>,3,4)))))	SqALl-hvaP-pfsf SqALl-hvaP-pfYK STpUP-FBu-GBvA SYuGk-mSV-Cvt SYuGk-mSV-CQA STpUP-FBu-GBDr	tzz-LUI-ult SeU-KLF-NBv SPcC-SpK-pDCLJ SYDFG-HpJrm-ZmGZ SelsV-jSykA-DDX AFxY-fLiy-Mhz
b-1_t-sep_id-95	"A list of three semi-colon separated strings. The first must be ""579"" or ""719"". The other two must start with 3 digits or 3 lowercase letters, must be 1-4 characters long and can have digits, lowercase and capital letters."	concat(or(const(<579>),const(<719>)),concat(<;>,concat(and(repeatatleast(or(<low>,or(<num>,<cap>)),1),and(repeatrange(<any>,1,4),startwith(or(repeat(<num>,3),repeat(<low>,3))))),concat(<;>,and(repeatatleast(or(<low>,or(<num>,<cap>)),1),and(repeatrange(<any>,1,4),startwith(or(repeat(<num>,3),repeat(<low>,3)))))))))	579;tvtb;uyiA 579;384q;355 579;384q;fsf 579;wpp;mmu 579;tvtb;754N 579;tvtb;uyi3	719;581;6 463;sql;qqd 579;88;582X 579;hfn;v 579;88;blj8 579;1616L;387
b-1_t-sep_id-97	Two strings separated by a comma with . allow: lowercase and the final string also consist of . allow: lowercase after a comma.	concat(repeatatleast(<low>,1),concat(<,>,concat(repeatatleast(<low>,1),concat(<,>,repeatatleast(<low>,1)))))	y,odnqnjgz,unjtggw ku,uoky,piu m,ixze,vzd m,e,d q,o,odpponlinpoxa wq,toogsg,pw	ri,UQO,ngl ev,b,0yj29212 ev,b,0yj2921t uiq,AhhhSb,iy 3c6jc,tatgicdsm,b k,r,41
b-1_t-sep_id-97	A list of 3 comma separated strings of lowercase letters.	concat(repeatatleast(<low>,1),concat(<,>,concat(repeatatleast(<low>,1),concat(<,>,repeatatleast(<low>,1)))))	y,odnqnjgz,unjtggw ku,uoky,piu m,ixze,vzd m,e,d q,o,odpponlinpoxa wq,toogsg,pw	ri,UQO,ngl ev,b,0yj29212 ev,b,0yj2921t uiq,AhhhSb,iy 3c6jc,tatgicdsm,b k,r,41
b-1_t-uns_id-0	The strings must contain capital letters, cannot stat with a lowercase or capital letters and cannot end with a special character followed by a capital letter.	and(not(startwith(<low>)),and(not(endwith(concat(<spec>,<cap>))),and(not(startwith(<cap>)),contain(<cap>))))	@!@+x!;6=!K; :,_Z# @IL=*=.=a@69R@5s, !2*,H^_!+._ *@f8Y@c $!@=7P	_ttgj60%7bot* ^s;# An-^2&@2@^ D2:_&: ^qbr240 9kj8ov6t0vy3
b-1_t-uns_id-0	The string should not start with lowercase or capital letter even though it contains a capital letter and it ends with a character which is not special and then it's followed by a capital letter	and(not(startwith(<low>)),and(not(endwith(concat(<spec>,<cap>))),and(not(startwith(<cap>)),contain(<cap>))))	@!@+x!;6=!K; :,_Z# @IL=*=.=a@69R@5s, !2*,H^_!+._ *@f8Y@c $!@=7P	_ttgj60%7bot* ^s;# An-^2&@2@^ D2:_&: ^qbr240 9kj8ov6t0vy3
b-1_t-uns_id-10	"This pattern matches any string that is no longer than eight characters, none of them being capital letters, or a repated ""h"" lowercase character."	and(repeatrange(<any>,0,8),and(not(contain(repeat(<h>,2))),not(contain(<cap>))))	h : :hsrb^* 8vceh$ n+ nu	xg8ij;hsg xg8ij;h^l h=+hh h,R h7hzh$E hc.zhh
b-1_t-uns_id-10	A string of length 8 characters or less, does not have 2 'h', and has no capitals.	and(repeatrange(<any>,0,8),and(not(contain(repeat(<h>,2))),not(contain(<cap>))))	h : :hsrb^* 8vceh$ n+ nu	xg8ij;hsg xg8ij;h^l h=+hh h,R h7hzh$E hc.zhh
b-1_t-uns_id-12	A string consist of lowercase letters.it couldn't start with a 'I' or 'rp' and allowed lowercase letters.	and(repeatatleast(<low>,1),and(not(startwith(<l>)),not(startwith(const(<rp>)))))	ro rticakwzgf renvtq mccvgfvf syewpulpzy xpaeeeipornwaxits	rplityshdg rurNGwbst rurNGwbsT VWyabZSS lzvaqpeyimvxkqssnor l
b-1_t-uns_id-12	This string allows lowercase letters. It may not begin with the letters l or the sequence of the letters rp.	and(repeatatleast(<low>,1),and(not(startwith(<l>)),not(startwith(const(<rp>)))))	ro rticakwzgf renvtq mccvgfvf syewpulpzy xpaeeeipornwaxits	rplityshdg rurNGwbst rurNGwbsT VWyabZSS lzvaqpeyimvxkqssnor l
b-1_t-uns_id-17	A string may not end with a letter.	not(endwith(<let>))	^Ls^J;kDUEU6FR=gv6 zt0^=kZ@VBfv7 8-_^ $b$f^^hrS^^._^ J$_L^^Csu3^1_iy_# $b$f^^hrS^^._0	^^BBE%Xotxq ^^i%QaT;_4^j ^$&^&n t__y_u4v&_^0A ^^i%QaT;_4^U yqN^Y&j_J
b-1_t-uns_id-17	The string does not end with a letter.	not(endwith(<let>))	^Ls^J;kDUEU6FR=gv6 zt0^=kZ@VBfv7 8-_^ $b$f^^hrS^^._^ J$_L^^Csu3^1_iy_# $b$f^^hrS^^._0	^^BBE%Xotxq ^^i%QaT;_4^j ^$&^&n t__y_u4v&_^0A ^^i%QaT;_4^U yqN^Y&j_J
b-1_t-uns_id-18	String must have '42', must not end with a special character and must not contain lowercase + '%'.	and(not(contain(concat(<low>,<%>))),and(not(endwith(<spec>)),contain(const(<42>))))	4a@42 4jl#f#l4L842@c 42U 4a$42 423 hg4-1B,42L	11O%xby42@ lbf+CfiB;RI&42- 042-f#Eq$7WRar%M 0!T^6o9;3;p&0 !3 m42;
b-1_t-uns_id-18	The string cannot have a lowercase letter followed by a %. It must have a 42 and cannot end with a special character.	and(not(contain(concat(<low>,<%>))),and(not(endwith(<spec>)),contain(const(<42>))))	4a@42 4jl#f#l4L842@c 42U 4a$42 423 hg4-1B,42L	11O%xby42@ lbf+CfiB;RI&42- 042-f#Eq$7WRar%M 0!T^6o9;3;p&0 !3 m42;
b-1_t-uns_id-2	"The string can contain any characters and can be any length, but it must not start with ""MPK""."	not(startwith(const(<MPK>)))	MP-h#KoIq4CJzD YrLU:t!w.#7 LoE;PL5;@4 7 imU6@!LGn#:k=$ 9t	MPKhC6@.ubh$RdtY MPK3dn4ZR3 MPKcu MPKgmeQi^ MPKGByw+ MPKtQjh
b-1_t-uns_id-2	A string that does not start with 'MPK'.	not(startwith(const(<MPK>)))	MP-h#KoIq4CJzD YrLU:t!w.#7 LoE;PL5;@4 7 imU6@!LGn#:k=$ 9t	MPKhC6@.ubh$RdtY MPK3dn4ZR3 MPKcu MPKgmeQi^ MPKGByw+ MPKtQjh
b-1_t-uns_id-22	the first and last string consist of contain captial letter,if have special character must be before digit, no lowercase	and(contain(<cap>),and(and(not(endwith(<spec>)),not(contain(concat(<spec>,notcc(<num>))))),not(contain(<low>))))	!6#5!3@9@7*7C^7&1M %5J8 8I4 D !5#8!9+15=6!056H !37@7YG	=7^2$4=7J, 6+0!6=2@8 V,82#7=9^8^ !8;15%9%0@3@6 g6=67IF!9@5Q,9 g6=67IF!9@5Q!2
b-1_t-uns_id-22	A string containing at least one capital letter. Special characters are allowed only when preceding a digit. There can not be lowercase letters.	and(contain(<cap>),and(and(not(endwith(<spec>)),not(contain(concat(<spec>,notcc(<num>))))),not(contain(<low>))))	!6#5!3@9@7*7C^7&1M %5J8 8I4 D !5#8!9+15=6!056H !37@7YG	=7^2$4=7J, 6+0!6=2@8 V,82#7=9^8^ !8;15%9%0@3@6 g6=67IF!9@5Q,9 g6=67IF!9@5Q!2
b-1_t-uns_id-23	The string can be any length, but it cannot begin with a special character	not(startwith(<spec>))	bC$ 9aRE cB9m:7_+tNPHT@,S,S50 Z%t:O 0 E3	&_chs7ay_BUsE ^a3ARi6Ge !1 ,Ry!uExp ;%BP __D
b-1_t-uns_id-23	Any string that doesnt start with a special character	not(startwith(<spec>))	bC$ 9aRE cB9m:7_+tNPHT@,S,S50 Z%t:O 0 E3	&_chs7ay_BUsE ^a3ARi6Ge !1 ,Ry!uExp ;%BP __D
b-1_t-uns_id-25	The string can not contain r and must start and end with a lowercase letter. In the end there can not be 'i'.	and(and(endwith(<low>),not(endwith(<i>))),and(startwith(<low>),not(contain(<r>))))	ziafWLsjji-dhjxSqEs piimhsisihd iioikwvft4siiR3kyvkd mzv qwlsx3j j,iadi4i9xfchojiv	oeQ j%rz #2iUp_xSimd fBwr9cm ptWx^jwaxP 0y
b-1_t-uns_id-25	"This pattern is formed by any combination where the first character is a lowercase letter, ""r"" letter is not used, and it ends with any lowercase letter that is not ""i"""	and(and(endwith(<low>),not(endwith(<i>))),and(startwith(<low>),not(contain(<r>))))	ziafWLsjji-dhjxSqEs piimhsisihd iioikwvft4siiR3kyvkd mzv qwlsx3j j,iadi4i9xfchojiv	oeQ j%rz #2iUp_xSimd fBwr9cm ptWx^jwaxP 0y
b-1_t-uns_id-29	A string longer than six characters starting with a capital letter, followed by any combination of capital letters or special characters as long as the total number of capital letters is not three.	and(repeatatleast(or(<cap>,<spec>),1),and(repeatatleast(<any>,6),and(not(contain(repeat(<cap>,3))),startwith(<cap>))))	Z^:_!^!=-_@%E_B% K.$%F=!@R;@ U;-+#!!T-,W@&%==&;! H!^!;%,*R P*;#!!_#== S!=_@==^@&^:-;!!%#_@	Z;:+;!m:,=^Zh!w_+& !@#+!_OX:-=@ W,S=,=Z$!RCB! S^.!=&V_CDC +^F@^J@:+_* T_=!;
b-1_t-uns_id-29	The string must begin with a capital letter. It then has 5 or more special characters or capital letters, but the string can't contain 3 capital letters in a row.	and(repeatatleast(or(<cap>,<spec>),1),and(repeatatleast(<any>,6),and(not(contain(repeat(<cap>,3))),startwith(<cap>))))	Z^:_!^!=-_@%E_B% K.$%F=!@R;@ U;-+#!!T-,W@&%==&;! H!^!;%,*R P*;#!!_#== S!=_@==^@&^:-;!!%#_@	Z;:+;!m:,=^Zh!w_+& !@#+!_OX:-=@ W,S=,=Z$!RCB! S^.!=&V_CDC +^F@^J@:+_* T_=!;
b-1_t-uns_id-3	"The string must be six to eight characters long. It cannot contain the sequence ""og"", and it must end with a lowercase letter followed by a capital letter."	and(repeatrange(<any>,6,8),and(endwith(concat(<low>,<cap>)),not(contain(const(<og>)))))	57IojlhG 57IojqaE avVymY .crWxbU avVysE avVcsG	oqooogT v1oeU voJqo=o+ oqooguP v1kvF zMH33ob
b-1_t-uns_id-3	The string has 6 to 8 characters and does not contain og. The string ends with lowercase letter after which there is a capital letter.	and(repeatrange(<any>,6,8),and(endwith(concat(<low>,<cap>)),not(contain(const(<og>)))))	57IojlhG 57IojqaE avVymY .crWxbU avVysE avVcsG	oqooogT v1oeU voJqo=o+ oqooguP v1kvF zMH33ob
b-1_t-uns_id-34	The string does not have special characters. The string ends with a letter.	and(not(contain(<spec>)),endwith(<let>))	31pSAl7F4Bd96y T fgU5VCJ5RnFa7nY8P4iP Jut32OdlQ z3R4J 31pSAl7F4Bd96P	308eju3 &c^tz5f Im01411MDf7 i5 #8QB^^__.Aq !O
b-1_t-uns_id-36	"This pattern matches any string starting with ""LL"", followed by any lowercase letters and/or capital ""A"" and/or ""S"" characters, and does not end with the substring ""YT"""	and(not(endwith(const(<YT>))),and(contain(or(<A>,<S>)),and(contain(<low>),startwith(const(<LL>)))))	LLAKtYo7_z3A LL!7AfiYXw LL2dSFYXYNsJ6sYW9GW; LL_0UX;-A0Q^v LLCUlA LL_0UX;-A0QtZ	jA LLS_Y^L^^Y$ LLAoj6Il&YYUYT LLoaHWVYXOeTYUX SkYHi LL7ES28_V7_$2YY
b-1_t-uns_id-36	The string consists of letters A or S and lowercase letters. The string must start with LL, and the string must not end with YT.	and(not(endwith(const(<YT>))),and(contain(or(<A>,<S>)),and(contain(<low>),startwith(const(<LL>)))))	LLAKtYo7_z3A LL!7AfiYXw LL2dSFYXYNsJ6sYW9GW; LL_0UX;-A0Q^v LLCUlA LL_0UX;-A0QtZ	jA LLS_Y^L^^Y$ LLAoj6Il&YYUYT LLoaHWVYXOeTYUX SkYHi LL7ES28_V7_$2YY
b-1_t-uns_id-40	This string starts with 3 special characters, but cannot start with three '&'. The string can have optional characters after the special characters, but it cannot have the pattern 'TCA' in it.	and(not(contain(const(<TCA>))),and(startwith(repeat(<spec>,3)),not(startwith(repeat(<&>,3)))))	;#@TTym_T&TQTXs5 _;^ =;^TC &@@!n.TTTFTi @@!%0pTETAT4jTTTS :!;Y^TcTS	^=-TTTaTTTCA Oo7ATT .!=&eTCA ^=-TTTaTQTCA 3T0cTr9Tzq &!!TCA
b-1_t-uns_id-40	The string must not have TCA in it. The string starts with 3 special characters which must not be 3 &.	and(not(contain(const(<TCA>))),and(startwith(repeat(<spec>,3)),not(startwith(repeat(<&>,3)))))	;#@TTym_T&TQTXs5 _;^ =;^TC &@@!n.TTTFTi @@!%0pTETAT4jTTTS :!;Y^TcTS	^=-TTTaTTTCA Oo7ATT .!=&eTCA ^=-TTTaTQTCA 3T0cTr9Tzq &!!TCA
b-1_t-uns_id-42	the first and last string consist of have letter	contain(<let>)	6_808^3zqj1# ^^a ^^$-^f ^^_YWAbe 0-,_qYo$aO, 376vhx:bF	_%_^,^^;^%8__ #^^333 &4  ^_^ _^;_^!.#1^
b-1_t-uns_id-42	The string must have letter in it.	contain(<let>)	6_808^3zqj1# ^^a ^^$-^f ^^_YWAbe 0-,_qYo$aO, 376vhx:bF	_%_^,^^;^%8__ #^^333 &4  ^_^ _^;_^!.#1^
b-1_t-uns_id-43	A string of length less than or equal to 10, that consists of numbers and '21'. It may not begin with 9 and must end with 37.	and(repeatatleast(<num>,1),and(repeatrange(<any>,0,10),and(not(startwith(<9>)),and(contain(const(<21>)),endwith(const(<37>))))))	321373137 0217183337 321373737 21237 321373637 22137	2179065 948202137 20016882137 22942921 982137 96121137
b-1_t-uns_id-43	A numeric value of maximum ten digits that contains '21' and ends with '37'. It can't start with 9.	and(repeatatleast(<num>,1),and(repeatrange(<any>,0,10),and(not(startwith(<9>)),and(contain(const(<21>)),endwith(const(<37>))))))	321373137 0217183337 321373737 21237 321373637 22137	2179065 948202137 20016882137 22942921 982137 96121137
b-1_t-uns_id-49	"This pattern matches any string starting with three digits but not with the ""555"" one"	and(startwith(repeat(<num>,3)),not(startwith(repeat(<5>,3))))	510mB^wARFH-A;1$75n 558Q-KBXuTL16 583rmU 676Utm05k$ 554hCe:yB_Hss._4f0pa 553ggM7	555lFX,r3 555N.+Yrm--E1H 555= 555an_9k=l6^ 555K2%;ew_q6..d%OLf; 5555:
b-1_t-uns_id-49	The string starts with 3 numbers but not 3 number 5.	and(startwith(repeat(<num>,3)),not(startwith(repeat(<5>,3))))	510mB^wARFH-A;1$75n 558Q-KBXuTL16 583rmU 676Utm05k$ 554hCe:yB_Hss._4f0pa 553ggM7	555lFX,r3 555N.+Yrm--E1H 555= 555an_9k=l6^ 555K2%;ew_q6..d%OLf; 5555:
b-1_t-uns_id-54	the part of string consist of  every digit must come before lowercase.	and(not(endwith(<num>)),not(contain(concat(<num>,notcc(<low>)))))	2i0p$%  2e--2tIH9c-9r 8z,.6x4g1aP%f*$ 2i0pf, 9x&3wk5b7x3c6wz6i+	9795q+# 9795qh# 6%Op%G4*+!,+ 1r+n9X%F#*u3.Q 5t0Ni 6$n$#+V,V7*7.
b-1_t-uns_id-54	The string has numbers which must be followed by lowercase letters.	and(not(endwith(<num>)),not(contain(concat(<num>,notcc(<low>)))))	2i0p$%  2e--2tIH9c-9r 8z,.6x4g1aP%f*$ 2i0pf, 9x&3wk5b7x3c6wz6i+	9795q+# 9795qh# 6%Op%G4*+!,+ 1r+n9X%F#*u3.Q 5t0Ni 6$n$#+V,V7*7.
b-1_t-uns_id-55	the first and last string consist by allowed lowercase and digit numeric value.	repeatatleast(or(<low>,<num>),1)	6xj646q3gm1 61bp0n82a58h6r6z9g f4a08796fsl778p w3wn0nm 6xj646q3g0w 361i1k93b	!!k=!^@,*0=#* _ $*_hd*= f_%4q $*_hd*4
b-1_t-uns_id-55	Sequence of lowercase letters and any digits. All other symbols are also allowed.	repeatatleast(or(<low>,<num>),1)	6xj646q3gm1 61bp0n82a58h6r6z9g f4a08796fsl778p w3wn0nm 6xj646q3g0w 361i1k93b	!!k=!^@,*0=#* _ $*_hd*= f_%4q $*_hd*4
b-1_t-uns_id-56	"This single string can be any length, but it has to start with a capital ""S"" or a lowercase ""v."""	startwith(or(<S>,<v>))	vq!,vWrDWAOI v5XN9A.2XB*CgsogitUO SscO5Twugwfl9e3 Sqy0N0rlvE77uE SaQLoI@rmB*y SDqz*NZ%	-JOfvjAx^hxsWkUT: w4R+vDZ@nR= 7;-2KW u3nW;gvp 1m@368Wqb%& ivIH9VWci4h-;8
b-1_t-uns_id-56	a string consist by letters it must be start with a letters 'S' or 'V'	startwith(or(<S>,<v>))	vq!,vWrDWAOI v5XN9A.2XB*CgsogitUO SscO5Twugwfl9e3 Sqy0N0rlvE77uE SaQLoI@rmB*y SDqz*NZ%	-JOfvjAx^hxsWkUT: w4R+vDZ@nR= 7;-2KW u3nW;gvp 1m@368Wqb%& ivIH9VWci4h-;8
b-1_t-uns_id-60	A string consists of  letters, or special character. the upperscore are 3 capital letter or 3 special character. the lenght >=4	and(repeatatleast(<any>,4),and(startwith(or(repeat(<low>,3),repeat(<spec>,3))),not(contain(<num>))))	=:=-*R&zP_ svl,&-&.!.MVE++D,ZQ =$!fc&i.:d!R!K _-=Mlz,^$-I.- #^.&*$Y!; ,*_r!-.n%$Z!k%+K!CF;	lkm,&el7 @^_4^ F_!&_FX,,x!yAm @;! ;;-1E2OP#. @;@
b-1_t-uns_id-63	This pattern matches any string that starts with a special character or capital letter, and contain any character, excluding lowercase letters.	and(repeatatleast(or(<cap>,or(<num>,<spec>)),1),startwith(or(<spec>,<cap>)))	=G=!!__39!+S+P^8= :! !PO**_!$!!+^_ ^!+^$!U_ ! +#.	5X 9.0 9.+ 8^H%J,%F=,=!-3 X8#=-+e*0m7F: 9=_T!R-@!=:;J
b-1_t-uns_id-63	The string consists of capital letters, numbers and special characters. The string must start with either a special character or a capital letter.	and(repeatatleast(or(<cap>,or(<num>,<spec>)),1),startwith(or(<spec>,<cap>)))	=G=!!__39!+S+P^8= :! !PO**_!$!!+^_ ^!+^$!U_ ! +#.	5X 9.0 9.+ 8^H%J,%F=,=!-3 X8#=-+e*0m7F: 9=_T!R-@!=:;J
b-1_t-uns_id-66	The string is one or more digits, letters, or the character '.'. The string can't contain the pattern '.0' and can't end with 3 digits.	and(repeatatleast(or(<num>,or(<let>,<.>)),1),and(not(contain(concat(<.>,<0>))),not(endwith(repeat(<num>,3)))))	44.m56so.3vXi 3g05yR.3 w 4qndCgQ..S..J6e0 .yr5sfm34ui.8pX.. 14.PN.9.WA..	037 .I.97Q3N9t4926 X.0 mX.Y.0. .8.xW..e758 ..A.390
b-1_t-uns_id-66	A string consisting of letters, numbers and the character '.', Which cannot be followed by '0'. At the end of the string cannot contain a sequence of 3 numbers.	and(repeatatleast(or(<num>,or(<let>,<.>)),1),and(not(contain(concat(<.>,<0>))),not(endwith(repeat(<num>,3)))))	44.m56so.3vXi 3g05yR.3 w 4qndCgQ..S..J6e0 .yr5sfm34ui.8pX.. 14.PN.9.WA..	037 .I.97Q3N9t4926 X.0 mX.Y.0. .8.xW..e758 ..A.390
b-1_t-uns_id-67	A string consists of no capital then 2 letter. It not must  start with a lowercase letter and can not have underscore in the end.	and(not(contain(concat(<cap>,repeat(<let>,2)))),not(startwith(<low>)))	B*E:W_Ee^=AG4do;gp _zgqD9Y_2+U30Nr559pj T#8YH :NG ;6ns$jj1B5Ha2& Ek,Wb17IL_.@P^J@2z&	Aqm=Q k=J% rAA_E_L@W 3Y_Ge^Ds^%h:NVN ^j#GFr7 8uhkm#YHMy
b-1_t-uns_id-67	A string that doesn't start with a lowercase letter and doesn't contain a capital followed by 2 letters.	and(not(contain(concat(<cap>,repeat(<let>,2)))),not(startwith(<low>)))	B*E:W_Ee^=AG4do;gp _zgqD9Y_2+U30Nr559pj T#8YH :NG ;6ns$jj1B5Ha2& Ek,Wb17IL_.@P^J@2z&	Aqm=Q k=J% rAA_E_L@W 3Y_Ge^Ds^%h:NVN ^j#GFr7 8uhkm#YHMy
b-1_t-uns_id-70	The string must be less than nine characters and does not contain the letters hv in that sequence.	and(repeatrange(<any>,0,8),not(contain(const(<hv>))))	Bl2^hypT hhzh nhj hhz6 xzhz2 !hhiH#m	h.8amhyaP h.8amhyhw 3hv hhhvBGS x&hv hvh
b-1_t-uns_id-72	"This pattern matches any string that starts with two lowercase letters, excluding those starting with ""uy"", has a length of six to nine characters, contains the substring ""CN"", and ends with a digit or capital letter."	and(repeatrange(<any>,6,9),and(and(startwith(repeat(<low>,2)),not(startwith(const(<uy>)))),and(endwith(or(<num>,<cap>)),contain(const(<CN>)))))	vwA*RCN0 xrCNC=3 vwA*RCCN ksCeCN vwA*R%CN iqCECN*PE	uzCSlCJ ui!CHC yaCN0 jwaCNh uyC^CN uy5!C4CN
b-1_t-uns_id-72	A string which has a length of 6 to 9 characters and contains C and N. The string starts with 2 lowercase letters which should not be u or y. The string ends with number or capital letter.	and(repeatrange(<any>,6,9),and(and(startwith(repeat(<low>,2)),not(startwith(const(<uy>)))),and(endwith(or(<num>,<cap>)),contain(const(<CN>)))))	vwA*RCN0 xrCNC=3 vwA*RCCN ksCeCN vwA*R%CN iqCECN*PE	uzCSlCJ ui!CHC yaCN0 jwaCNh uyC^CN uy5!C4CN
b-1_t-uns_id-73	A string starting with any capital letter that isnt 'P'. To be followed by any digits, letters or special characters as long as the number of special characters is more or less than 2 and the number of letters is more or less than 3.	and(not(contain(repeat(<spec>,2))),and(not(endwith(repeat(<let>,3))),and(startwith(<cap>),not(startwith(<P>)))))	F+9.0*M^8H= Hh*0;s*J53!q^ W_t^Y;5W!R V3=Mny=u:mm@ B=t! W%1!Ho^0#	XVh:: Y-:rh;$I^=EO^__ Wtl@x2Gjh D;0^N+K!g@e+Lai @y!p@u%U@3p H9GF=@_R
b-1_t-uns_id-73	"This pattern matches any string starting with a capital letter excluding ""P"", does not contains two special characters, and does not end with three letters."	and(not(contain(repeat(<spec>,2))),and(not(endwith(repeat(<let>,3))),and(startwith(<cap>),not(startwith(<P>)))))	F+9.0*M^8H= Hh*0;s*J53!q^ W_t^Y;5W!R V3=Mny=u:mm@ B=t! W%1!Ho^0#	XVh:: Y-:rh;$I^=EO^__ Wtl@x2Gjh D;0^N+K!g@e+Lai @y!p@u%U@3p H9GF=@_R
b-1_t-uns_id-74	A string consists of letters and special characters. It needs to contain at least one lowercase character and at least one uppercase letter T. It needs to start with a sequence of 3 letters, either all upper or all lowercase. It may not end with a capital letter.	and(repeatatleast(or(<cap>,or(<spec>,<low>)),1),and(contain(<low>),and(not(endwith(<cap>)),and(contain(<T>),startwith(or(repeat(<cap>,3),repeat(<low>,3)))))))	AYTv# STYw TXT:Pq%@ TSH!:=,=DG=c^@-#!p# AYT*s imxP^=YT$;==#	VPH!=;i:= obtuT^B P!yT! HYZ^*$%&!^=NT, T%=w_!: YBB#EC+%:@+_%T!
b-1_t-uns_id-74	"This pattern matches any string that start with three letters, contains any character excluding digits, with at least a lowercase letter and a capital ""T"", and does not end with a capital letter."	and(repeatatleast(or(<cap>,or(<spec>,<low>)),1),and(contain(<low>),and(not(endwith(<cap>)),and(contain(<T>),startwith(or(repeat(<cap>,3),repeat(<low>,3)))))))	AYTv# STYw TXT:Pq%@ TSH!:=,=DG=c^@-#!p# AYT*s imxP^=YT$;==#	VPH!=;i:= obtuT^B P!yT! HYZ^*$%&!^=NT, T%=w_!: YBB#EC+%:@+_%T!
b-1_t-uns_id-82	A list of single string. the string consist of allowed in digit numeric value and lowercase and ',', and 'C'. and every lowercase must be before digit.	and(repeatatleast(or(<num>,or(<low>,or(<,>,<C>))),1),and(not(endwith(<low>)),not(contain(concat(<low>,notcc(<num>))))))	a4,C,,4z7,CC33h43,h9 C,Cp5,7,Cw2C a4,C,,4z7,CC33h43,,C ,u5,,, C,55Ch3p9g58,, 0,x8,,C,Cn3,7c2,67	Rt6,,,,V, u80Ct92b Rt6,,,,VX 8q2s5Co u80Ct9,i 8q279,s
b-1_t-uns_id-82	A string that consists of numbers, lowercase letters, comma and letter C, and every lowercase letter has to be ahead of digit.	and(repeatatleast(or(<num>,or(<low>,or(<,>,<C>))),1),and(not(endwith(<low>)),not(contain(concat(<low>,notcc(<num>))))))	a4,C,,4z7,CC33h43,h9 C,Cp5,7,Cw2C a4,C,,4z7,CC33h43,,C ,u5,,, C,55Ch3p9g58,, 0,x8,,C,Cn3,7c2,67	Rt6,,,,V, u80Ct92b Rt6,,,,VX 8q2s5Co u80Ct9,i 8q279,s
b-1_t-uns_id-83	"The string can be any length and contain any characters. It has to end with a capital letter, but it can't end with ""GUC""."	and(endwith(<cap>),not(endwith(const(<GUC>))))	QFrCmpGU GYA:oFC GEvGHG$ETP E41HGZ@GG+-O B XVeYVF	eHw Q:X-8 aG,-QI%Cm @2W_2@ ,$JSq7mUsd@b aG,-QI%C4
