problem_id	description	regex	pos_examples	neg_examples
b-1_t-cat_id-90	"a string starting with an optional set of 4 letters , followed by 2 characters that are not letters , 3 digits , 4 capital letters "" O "" . the final 2 segments should be tree digits followed by 3 - 4 lowercase letters ."	concat ( optional ( repeat ( <let> , 4 ) ) , concat ( repeat ( notcc ( <let> ) , 2 ) , concat ( repeat ( <num> , 3 ) , concat ( repeat ( <O> , 4 ) , concat ( repeat ( <num> , 3 ) , repeatrange ( <low> , 3 , 4 ) ) ) ) ) )	,_073OOOO512taq ^2912OOOO692czb moGE^9643OOOO200fdg _%854OOOO228rwmk __014OOOO004mwlx moGE^^976OOOO760urv	ohBd*_02OOOO592ighr $1994OOOO53mfh ^*816OOOO32nkot *_19OOOO554dht _8&559OOOO612pjdh 6+214OOOO294wg
b-1_t-cat_id-90	"a list of 6 strings . the first string consist of 4 letter that is optional and second string consist of 2 not letter and third string consist of 3 digit and fourth string consist of 4 "" O "" and fifth string consist of 3 digit and final string consist by 3 - 4 lowercase ."	concat ( optional ( repeat ( <let> , 4 ) ) , concat ( repeat ( notcc ( <let> ) , 2 ) , concat ( repeat ( <num> , 3 ) , concat ( repeat ( <O> , 4 ) , concat ( repeat ( <num> , 3 ) , repeatrange ( <low> , 3 , 4 ) ) ) ) ) )	,_073OOOO512taq ^2912OOOO692czb moGE^9643OOOO200fdg _%854OOOO228rwmk __014OOOO004mwlx moGE^^976OOOO760urv	ohBd*_02OOOO592ighr $1994OOOO53mfh ^*816OOOO32nkot *_19OOOO554dht _8&559OOOO612pjdh 6+214OOOO294wg
b-1_t-cat_id-93	the string consists of 3 or 4 numbers followed by 1 to 3 letters .	concat ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <let> , 1 , 3 ) )	260p 578Awf 578AEC 260E 4960ror 840Tx	49598n 5799 88iw 75111aFn 166RTkr 58BGD
b-1_t-cat_id-93	a string consists of 2 groups of characters : a 3 or 4 digit long 1 in the front and 1 to 3 letter long 1 in the back .	concat ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <let> , 1 , 3 ) )	260p 578Awf 578AEC 260E 4960ror 840Tx	49598n 5799 88iw 75111aFn 166RTkr 58BGD
b-1_t-cat_id-93	a list of 2 strings . first string consist of 3 to 4 digits , last string consist of 1 to 3 letters .	concat ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <let> , 1 , 3 ) )	260p 578Awf 578AEC 260E 4960ror 840Tx	49598n 5799 88iw 75111aFn 166RTkr 58BGD
b-1_t-cat_id-95	"the string has 3 or 4 segments . optionally , it can begin with any letters . next there are 4 lowercase letters , followed by the number "" 0 "" . it ends with any single letter or number ."	concat ( optional ( repeatatleast ( <let> , 1 ) ) , concat ( repeat ( <low> , 4 ) , concat ( <0> , or ( <let> , <num> ) ) ) )	iOywssiRistn0H kBYRZKgTdLDatmcue0P QfNeyxxbi03 kBYRZKgTdLDatmcue07 iOywssiRistn0r ctkUgbqf0I	Zkcxht00g thsCgVunfc00M QgdQmgzi00v UydMTxkz01 JUxmbUjfgWlqqkdx6 IAWvBiGPYfyaqt00I
b-1_t-cat_id-95	"a list of 4 strings . first string consist 1 + lowercase that is optional . second string consist 4 lowercase . third string was "" 0 "" . final and last string consist letter or digit"	concat ( optional ( repeatatleast ( <let> , 1 ) ) , concat ( repeat ( <low> , 4 ) , concat ( <0> , or ( <let> , <num> ) ) ) )	iOywssiRistn0H kBYRZKgTdLDatmcue0P QfNeyxxbi03 kBYRZKgTdLDatmcue07 iOywssiRistn0r ctkUgbqf0I	Zkcxht00g thsCgVunfc00M QgdQmgzi00v UydMTxkz01 JUxmbUjfgWlqqkdx6 IAWvBiGPYfyaqt00I
b-1_t-cat_id-95	can start with an optional letter , then put 4 lowercase letters after the number zero and end with a letter or digit	concat ( optional ( repeatatleast ( <let> , 1 ) ) , concat ( repeat ( <low> , 4 ) , concat ( <0> , or ( <let> , <num> ) ) ) )	iOywssiRistn0H kBYRZKgTdLDatmcue0P QfNeyxxbi03 kBYRZKgTdLDatmcue07 iOywssiRistn0r ctkUgbqf0I	Zkcxht00g thsCgVunfc00M QgdQmgzi00v UydMTxkz01 JUxmbUjfgWlqqkdx6 IAWvBiGPYfyaqt00I
b-1_t-cat_id-96	the string is 2 to 4 characters long and can contain numbers and lowercase letters .	repeatrange ( or ( <low> , <num> ) , 2 , 4 )	817 50 81k k0b3 8t2 k08v	ztor2 zto4g ztore zto44 m 3
b-1_t-cat_id-96	is a simple sequence of 2 to 4 letters or digits	repeatrange ( or ( <low> , <num> ) , 2 , 4 )	817 50 81k k0b3 8t2 k08v	ztor2 zto4g ztore zto44 m 3
b-1_t-cat_id-96	a string of only 2 to 4 lowercase letters or digits	repeatrange ( or ( <low> , <num> ) , 2 , 4 )	817 50 81k k0b3 8t2 k08v	ztor2 zto4g ztore zto44 m 3
b-1_t-cat_id-97	"a string começa com dois a tres letras "" a "" minuscula , depois colocar as letras "" J "" ou "" M "" é opcional , depois colocar duas ou tres letras , coloque dois digitos e finalize com tres letras minusculas ."	concat ( repeatrange ( <a> , 2 , 3 ) , concat ( or ( <J> , <M> ) , concat ( repeatrange ( <let> , 2 , 3 ) , concat ( repeat ( <num> , 2 ) , repeat ( <low> , 3 ) ) ) ) )	aaaMezM96vmu aaaMezw80gmi aaaMeGt61zsa aaJdy02zgt aaMSrQ39xsr aaaMeGS43ome	aaMkk2jku aaaSkH08wrn aaMc81kgk aaaMzeaQ51gfe aaaJJEK64gw aaJI80ahf
b-1_t-cat_id-97	"a sequence consisting of 2 to 3 "" a "" followed by "" J "" or "" M "" plus 2 to 3 letters plus 2 digits and 3 lowercase letters ."	concat ( repeatrange ( <a> , 2 , 3 ) , concat ( or ( <J> , <M> ) , concat ( repeatrange ( <let> , 2 , 3 ) , concat ( repeat ( <num> , 2 ) , repeat ( <low> , 3 ) ) ) ) )	aaaMezM96vmu aaaMezw80gmi aaaMeGt61zsa aaJdy02zgt aaMSrQ39xsr aaaMeGS43ome	aaMkk2jku aaaSkH08wrn aaMc81kgk aaaMzeaQ51gfe aaaJJEK64gw aaJI80ahf
b-1_t-cat_id-97	"a string which starts with 2 to 3 letter a followed by letter "" J "" or "" M "" and then 2 to 3 letters which are followed by 2 digits . the string ends with 3 lowercase letters ."	concat ( repeatrange ( <a> , 2 , 3 ) , concat ( or ( <J> , <M> ) , concat ( repeatrange ( <let> , 2 , 3 ) , concat ( repeat ( <num> , 2 ) , repeat ( <low> , 3 ) ) ) ) )	aaaMezM96vmu aaaMezw80gmi aaaMeGt61zsa aaJdy02zgt aaMSrQ39xsr aaaMeGS43ome	aaMkk2jku aaaSkH08wrn aaMc81kgk aaaMzeaQ51gfe aaaJJEK64gw aaJI80ahf
b-1_t-cat_id-98	there are 5 part of the strings . the first part has the 3 to 4 capital letters and the third and last part will be to the same . the second part contains the lowercase . and the fifth part contains the 1 to 2 lowercase characters	concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( <low> , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatrange ( <low> , 1 , 2 ) , repeatrange ( <cap> , 3 , 4 ) ) ) ) )	JUQlJMNncHGJX JUQYtWSDLtFVY AXHuFJGfOYDL RURXlJCXPmVYZO AXHuFJGVyTHU RURmOXACjzESEG	FBHOoYOJHRaSVV UWJMxiRVXBdpMQL BKWhKAOMIP EUGFZIWnYZZ UAKTrAYLMyLOZVU ZWmMOMtCKP
b-1_t-cat_id-98	three strings of 3 to 4 capital letters separated first by a lowercase letter and then by 1 or 2 lowercase letters	concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( <low> , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatrange ( <low> , 1 , 2 ) , repeatrange ( <cap> , 3 , 4 ) ) ) ) )	JUQlJMNncHGJX JUQYtWSDLtFVY AXHuFJGfOYDL RURXlJCXPmVYZO AXHuFJGVyTHU RURmOXACjzESEG	FBHOoYOJHRaSVV UWJMxiRVXBdpMQL BKWhKAOMIP EUGFZIWnYZZ UAKTrAYLMyLOZVU ZWmMOMtCKP
b-1_t-cat_id-98	a list of 5 strings . first string consist of 3 to 4 capital letters , second string consist of single lowercase , third string consist of 3 to 4 capital letters , fourth string consist of 1 to 2 lowercase , last string consist of 3 to 4 capital letters .	concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( <low> , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatrange ( <low> , 1 , 2 ) , repeatrange ( <cap> , 3 , 4 ) ) ) ) )	JUQlJMNncHGJX JUQYtWSDLtFVY AXHuFJGfOYDL RURXlJCXPmVYZO AXHuFJGVyTHU RURmOXACjzESEG	FBHOoYOJHRaSVV UWJMxiRVXBdpMQL BKWhKAOMIP EUGFZIWnYZZ UAKTrAYLMyLOZVU ZWmMOMtCKP
b-1_t-cat_id-99	"the string starts with 3 or more characters that are not lowercase letters . next there are 1 to 3 letters , and then there are 4 characters that are not letters . after that there is a letter , and optionally , the string can end with "" 842 "" or "" 491 "" ."	concat ( repeatatleast ( notcc ( <low> ) , 3 ) , concat ( repeatrange ( <let> , 1 , 3 ) , concat ( repeat ( notcc ( <let> ) , 4 ) , concat ( <let> , optional ( or ( const ( <842> ) , const ( <491> ) ) ) ) ) ) )	DD7*P_^+^V0S.1_4L C:KokQ^6^8R842 CLX_IG^1WJvIU%__4c CLX_IG^1WJvIU%__4Q -HN^M^IJ0L8UXh9_9^P K4Y4UW^BuEx_$0_m	CZ4IaE_.$^491 5D,S_Ox^^#!842 PWcW^5:8r 1AenD^^^^B Y$%_^^_2_c^^7;491 A5F__M__cX_^&_v671
b-1_t-cat_id-99	"a sequence of 5 strings . first string 3 + without lowercase . second string 1 - 3 letters . third string 4 not letter . fifth string letter . 5 string "" 842 "" "" 491 "" ( optional )"	concat ( repeatatleast ( notcc ( <low> ) , 3 ) , concat ( repeatrange ( <let> , 1 , 3 ) , concat ( repeat ( notcc ( <let> ) , 4 ) , concat ( <let> , optional ( or ( const ( <842> ) , const ( <491> ) ) ) ) ) ) )	DD7*P_^+^V0S.1_4L C:KokQ^6^8R842 CLX_IG^1WJvIU%__4c CLX_IG^1WJvIU%__4Q -HN^M^IJ0L8UXh9_9^P K4Y4UW^BuEx_$0_m	CZ4IaE_.$^491 5D,S_Ox^^#!842 PWcW^5:8r 1AenD^^^^B Y$%_^^_2_c^^7;491 A5F__M__cX_^&_v671
b-1_t-cat_id-99	"the string starts with more than 3 characters which are not lowercase after which there are 1 to 3 letters and then 4 characters that are not letters followed by a letter . the last part of the string which is optional is either "" 842 "" or "" 491 "" ."	concat ( repeatatleast ( notcc ( <low> ) , 3 ) , concat ( repeatrange ( <let> , 1 , 3 ) , concat ( repeat ( notcc ( <let> ) , 4 ) , concat ( <let> , optional ( or ( const ( <842> ) , const ( <491> ) ) ) ) ) ) )	DD7*P_^+^V0S.1_4L C:KokQ^6^8R842 CLX_IG^1WJvIU%__4c CLX_IG^1WJvIU%__4Q -HN^M^IJ0L8UXh9_9^P K4Y4UW^BuEx_$0_m	CZ4IaE_.$^491 5D,S_Ox^^#!842 PWcW^5:8r 1AenD^^^^B Y$%_^^_2_c^^7;491 A5F__M__cX_^&_v671
b-1_t-sep_id-0	the list contains an indeterminate number of semicolon separated strings . each 1 begins with a letter followed by 2 or 3 lowercase letters .	concat ( concat ( <let> , repeatrange ( <low> , 2 , 3 ) ) , star ( concat ( <;> , concat ( <let> , repeatrange ( <low> , 2 , 3 ) ) ) ) )	eqz nqg;Amge Hpjj;Ggrt;fss nvf;Bobp;Xtje;Itdf Ctx;Amo Cpmh;aav	kpehb;hbzgm;cnexs dl;vl;wj;ixl;bd qwwqq;wfap;fhebl ktuoc;fVjpb Jo;cw;Qe;qw;cs;Av ev;jc;qtv;or
b-1_t-sep_id-0	a semicolon separated list of strings , where each string consists of a letter followed by 2 to 3 lowercase letters .	concat ( concat ( <let> , repeatrange ( <low> , 2 , 3 ) ) , star ( concat ( <;> , concat ( <let> , repeatrange ( <low> , 2 , 3 ) ) ) ) )	eqz nqg;Amge Hpjj;Ggrt;fss nvf;Bobp;Xtje;Itdf Ctx;Amo Cpmh;aav	kpehb;hbzgm;cnexs dl;vl;wj;ixl;bd qwwqq;wfap;fhebl ktuoc;fVjpb Jo;cw;Qe;qw;cs;Av ev;jc;qtv;or
b-1_t-sep_id-0	a list of 3 semi - colon separated strings . they must start with a letter followed by 2 - 3 lowercase letters .	concat ( concat ( <let> , repeatrange ( <low> , 2 , 3 ) ) , star ( concat ( <;> , concat ( <let> , repeatrange ( <low> , 2 , 3 ) ) ) ) )	eqz nqg;Amge Hpjj;Ggrt;fss nvf;Bobp;Xtje;Itdf Ctx;Amo Cpmh;aav	kpehb;hbzgm;cnexs dl;vl;wj;ixl;bd qwwqq;wfap;fhebl ktuoc;fVjpb Jo;cw;Qe;qw;cs;Av ev;jc;qtv;or
b-1_t-sep_id-1	"a list of 3 strings separated by semicolons . . the first and second strings consist of a digit or "" g "" . the third part is a 3 + capital letter followed by "" 3 "" or "" 5 "" ."	concat ( repeatatleast ( or ( <num> , <g> ) , 1 ) , concat ( <;> , concat ( repeatatleast ( or ( <num> , <g> ) , 1 ) , concat ( <;> , concat ( optional ( repeatatleast ( <cap> , 3 ) ) , or ( <3> , <5> ) ) ) ) ) )	gg9g;g;3 40ggg;88g;3 g;g501g;5 4;g0g2g27g0;ZYBWLC5 g;6;3 76g;gg3g;FGQKNO3	15f794;g5g96;5 g;L;WJDXNGBJBGSY3 gggg9;M5s0k;3 g;Nd22V;5 2359081g;kyu;3 gg;Vwy8RGi8;3
b-1_t-sep_id-1	"a semicolon separated list of 3 strings . the first 2 strings are built out of digits and the letter "" g "" . the third string is the single digit 3 or "" 5 "" , optionally prefixed with 3 or more capital letters ."	concat ( repeatatleast ( or ( <num> , <g> ) , 1 ) , concat ( <;> , concat ( repeatatleast ( or ( <num> , <g> ) , 1 ) , concat ( <;> , concat ( optional ( repeatatleast ( <cap> , 3 ) ) , or ( <3> , <5> ) ) ) ) ) )	gg9g;g;3 40ggg;88g;3 g;g501g;5 4;g0g2g27g0;ZYBWLC5 g;6;3 76g;gg3g;FGQKNO3	15f794;g5g96;5 g;L;WJDXNGBJBGSY3 gggg9;M5s0k;3 g;Nd22V;5 2359081g;kyu;3 gg;Vwy8RGi8;3
b-1_t-sep_id-1	"a list of 3 semi - colon separated strings . the first 2 can have digits and "" g "" . the third can start with an optional more than 3 capital letters , and end with "" 3 "" or "" 5 "" ."	concat ( repeatatleast ( or ( <num> , <g> ) , 1 ) , concat ( <;> , concat ( repeatatleast ( or ( <num> , <g> ) , 1 ) , concat ( <;> , concat ( optional ( repeatatleast ( <cap> , 3 ) ) , or ( <3> , <5> ) ) ) ) ) )	gg9g;g;3 40ggg;88g;3 g;g501g;5 4;g0g2g27g0;ZYBWLC5 g;6;3 76g;gg3g;FGQKNO3	15f794;g5g96;5 g;L;WJDXNGBJBGSY3 gggg9;M5s0k;3 g;Nd22V;5 2359081g;kyu;3 gg;Vwy8RGi8;3
b-1_t-sep_id-10	there are 3 substrings separated by a dash . each substring can contain 1 or or more letters and must contain 1 or more digits . the first 2 substrings must start with a letter .	concat ( and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , and ( startwith ( <let> ) , contain ( <num> ) ) ) , concat ( <-> , concat ( and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , and ( startwith ( <let> ) , contain ( <num> ) ) ) , concat ( <-> , and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , contain ( <num> ) ) ) ) ) )	c96hk92-z2-0 pO56-pD7-n9 pO56-pD7-2p Ldl3EmqdCVy-I7rX-t1 vMnT17x2yM-T4-5 VN69-L8-3	en6-8-4 M4-E-3S7p5CS206J6W T3-k4-z snnnA1zqa-6C-9 e5-4K-3 kENL5-5-1
b-1_t-sep_id-10	a list of 3 dash separated strings containing only letters and at least 1 digit . the first 2 strings must start with a letter	concat ( and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , and ( startwith ( <let> ) , contain ( <num> ) ) ) , concat ( <-> , concat ( and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , and ( startwith ( <let> ) , contain ( <num> ) ) ) , concat ( <-> , and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , contain ( <num> ) ) ) ) ) )	c96hk92-z2-0 pO56-pD7-n9 pO56-pD7-2p Ldl3EmqdCVy-I7rX-t1 vMnT17x2yM-T4-5 VN69-L8-3	en6-8-4 M4-E-3S7p5CS206J6W T3-k4-z snnnA1zqa-6C-9 e5-4K-3 kENL5-5-1
b-1_t-sep_id-10	a list of 3 dash separated strings . the first and second string starts with a letter and is followed by letters and digits with at least 1 digit present . the third string is the same except that it does not necessarily have to start with a letter .	concat ( and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , and ( startwith ( <let> ) , contain ( <num> ) ) ) , concat ( <-> , concat ( and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , and ( startwith ( <let> ) , contain ( <num> ) ) ) , concat ( <-> , and ( repeatatleast ( or ( <let> , <num> ) , 1 ) , contain ( <num> ) ) ) ) ) )	c96hk92-z2-0 pO56-pD7-n9 pO56-pD7-2p Ldl3EmqdCVy-I7rX-t1 vMnT17x2yM-T4-5 VN69-L8-3	en6-8-4 M4-E-3S7p5CS206J6W T3-k4-z snnnA1zqa-6C-9 e5-4K-3 kENL5-5-1
b-1_t-sep_id-11	"a sting starting with either the lowercase letters "" u "" or "" x "" followed by a period . after which comes another choice between the lowercase letters "" u "" or "" x "" , wich is to be followed by a period and a choice between the letters "" u "" or "" x "" ."	concat ( or ( <u> , <x> ) , star ( concat ( <.> , or ( <u> , <x> ) ) ) )	x x.u x.u.x x.x.x.x.x.u x.x.x.x.u.u.u.x.u u.x	r.r.r.r.r.r.r.r.r r.r.r I I.I.I.I.I.I I.I.I.I.I.I.I r.r.r.r.r.r.r.r
b-1_t-sep_id-11	"i want to match strings that contain only "" u "" or "" x "" each separated by a dot"	concat ( or ( <u> , <x> ) , star ( concat ( <.> , or ( <u> , <x> ) ) ) )	x x.u x.u.x x.x.x.x.x.u x.x.x.x.u.u.u.x.u u.x	r.r.r.r.r.r.r.r.r r.r.r I I.I.I.I.I.I I.I.I.I.I.I.I r.r.r.r.r.r.r.r
b-1_t-sep_id-11	"this string can be of any length . it must start with either a "" u "" or an "" x "" . after the first letter there must be a "" . "" . after this period there must be either an "" x "" or a "" u "" . after every letter there must be a period . the string can not end on a period ."	concat ( or ( <u> , <x> ) , star ( concat ( <.> , or ( <u> , <x> ) ) ) )	x x.u x.u.x x.x.x.x.x.u x.x.x.x.u.u.u.x.u u.x	r.r.r.r.r.r.r.r.r r.r.r I I.I.I.I.I.I I.I.I.I.I.I.I r.r.r.r.r.r.r.r
b-1_t-sep_id-16	"a string starting with 2 digits followed by 2 or more letters and a period . after which are 2 sets of characters , separated by period containing random amounts of letters or the number "" 1 "" ."	concat ( concat ( repeat ( <num> , 2 ) , repeatatleast ( <let> , 2 ) ) , concat ( <.> , concat ( repeatatleast ( or ( <cap> , or ( <low> , <1> ) ) , 1 ) , concat ( <.> , repeatatleast ( or ( <cap> , or ( <low> , <1> ) ) , 1 ) ) ) ) )	30LMFXmhq.Slh.g 44ZF.111TjbL.V11G 44ZF.111TjbL.V11r 58IqJ.11.MNqbo 48tU.r1BC11.1 43JF.X.i1p1	47XoriXt.vyH.MQi1196 15cN.11v.vx7nIn3 72DHs.jZ232KDE4wQb.V 94BEF.E.J8i8 89gmvF.s.8 81ZOuh.9.1
b-1_t-sep_id-16	"a list of 3 dot separated strings . the first string are 2 digits and 2 or more letters and second and third strings consist of a capital , lowercase letter or the digit "" 1 "" ."	concat ( concat ( repeat ( <num> , 2 ) , repeatatleast ( <let> , 2 ) ) , concat ( <.> , concat ( repeatatleast ( or ( <cap> , or ( <low> , <1> ) ) , 1 ) , concat ( <.> , repeatatleast ( or ( <cap> , or ( <low> , <1> ) ) , 1 ) ) ) ) )	30LMFXmhq.Slh.g 44ZF.111TjbL.V11G 44ZF.111TjbL.V11r 58IqJ.11.MNqbo 48tU.r1BC11.1 43JF.X.i1p1	47XoriXt.vyH.MQi1196 15cN.11v.vx7nIn3 72DHs.jZ232KDE4wQb.V 94BEF.E.J8i8 89gmvF.s.8 81ZOuh.9.1
b-1_t-sep_id-16	this string starts with 2 digits , 2 or more letters , a dot , then a string of characters ( allowing only capital letters , lowercase letters , or a number 1 ) , another dot to end that sequence , and then last sequence of only capital letters , lowercase letters or a number one	concat ( concat ( repeat ( <num> , 2 ) , repeatatleast ( <let> , 2 ) ) , concat ( <.> , concat ( repeatatleast ( or ( <cap> , or ( <low> , <1> ) ) , 1 ) , concat ( <.> , repeatatleast ( or ( <cap> , or ( <low> , <1> ) ) , 1 ) ) ) ) )	30LMFXmhq.Slh.g 44ZF.111TjbL.V11G 44ZF.111TjbL.V11r 58IqJ.11.MNqbo 48tU.r1BC11.1 43JF.X.i1p1	47XoriXt.vyH.MQi1196 15cN.11v.vx7nIn3 72DHs.jZ232KDE4wQb.V 94BEF.E.J8i8 89gmvF.s.8 81ZOuh.9.1
b-1_t-sep_id-18	"a string starting with 3 or more digits , 3 or more lowercase letter "" h "" and a comma . that is to be followed by 1 - 4 capital letters , either "" coA "" or "" IJ "" letter grouping , a comma and finally 3 or less digits ."	concat ( concat ( repeatatleast ( <num> , 3 ) , repeatatleast ( <h> , 3 ) ) , concat ( <,> , concat ( concat ( repeatrange ( <cap> , 1 , 4 ) , or ( const ( <coA> ) , const ( <lJ> ) ) ) , concat ( <,> , and ( repeatatleast ( <num> , 1 ) , repeatrange ( <any> , 0 , 3 ) ) ) ) ) )	2908hhhh,BlJ,09 191hhhhhh,BBScoA,022 02276hhh,RlJ,1 2157hhhh,NXFcoA,5 0227hhh,MTlJ,2 969hhhhh,GSWlJ,609	9439568hhhhh,Xvj,7 90840hhh,BQQVuw,988 336hhhhh,FUTlJ,7464 520hhh,IcoA,n5 794hh,BVLPlJ,175 3354hhhh,RTINvj,732
b-1_t-sep_id-18	"a string consists of 3 groups separated by commas . the first group is a sequence of at least 3 digits followed by a sequence of at least 3 lowercase letters "" h "" . the middle group consists of 1 to 4 capital letters followed by either the sequence "" coA "" or "" IJ "" . finally , the last group is a sequence of at most 3 digits ."	concat ( concat ( repeatatleast ( <num> , 3 ) , repeatatleast ( <h> , 3 ) ) , concat ( <,> , concat ( concat ( repeatrange ( <cap> , 1 , 4 ) , or ( const ( <coA> ) , const ( <lJ> ) ) ) , concat ( <,> , and ( repeatatleast ( <num> , 1 ) , repeatrange ( <any> , 0 , 3 ) ) ) ) ) )	2908hhhh,BlJ,09 191hhhhhh,BBScoA,022 02276hhh,RlJ,1 2157hhhh,NXFcoA,5 0227hhh,MTlJ,2 969hhhhh,GSWlJ,609	9439568hhhhh,Xvj,7 90840hhh,BQQVuw,988 336hhhhh,FUTlJ,7464 520hhh,IcoA,n5 794hh,BVLPlJ,175 3354hhhh,RTINvj,732
b-1_t-sep_id-18	"a string consisting of 3 parts , separated by commas . the first part consists of 3 or more digits and 3 or more "" h "" . the second part consists of 1 to 4 capital letters and "" coA "" or "" IJ "" . the third part is 3 or less digits ."	concat ( concat ( repeatatleast ( <num> , 3 ) , repeatatleast ( <h> , 3 ) ) , concat ( <,> , concat ( concat ( repeatrange ( <cap> , 1 , 4 ) , or ( const ( <coA> ) , const ( <lJ> ) ) ) , concat ( <,> , and ( repeatatleast ( <num> , 1 ) , repeatrange ( <any> , 0 , 3 ) ) ) ) ) )	2908hhhh,BlJ,09 191hhhhhh,BBScoA,022 02276hhh,RlJ,1 2157hhhh,NXFcoA,5 0227hhh,MTlJ,2 969hhhhh,GSWlJ,609	9439568hhhhh,Xvj,7 90840hhh,BQQVuw,988 336hhhhh,FUTlJ,7464 520hhh,IcoA,n5 794hh,BVLPlJ,175 3354hhhh,RTINvj,732
b-1_t-sep_id-19	there are the 5 part of the strings . the first part of the string 3 or more the letter and the followed by the second part has the full stop symbol . the third part is the 2 or more letter followed by the next string consist the full stop symbol . and the last part of the string consist 3 lowercase .	concat ( repeatatleast ( <let> , 3 ) , concat ( <.> , concat ( repeatatleast ( <let> , 2 ) , concat ( <.> , repeat ( <low> , 3 ) ) ) ) )	qtO.BuIDxhyWPknX.hrj HEcVm.cw.ecl qtO.BuIDxhyWPkUv.ubi uMxy.UY.ati dIOv.yMGOo.dim pCz.eE.tzv	eWyMr.d.owb tr.UZBdNSf.dca LDZ.t.het Az.fCxyMkaU.ldt HR.xeyqtoJFDl.kfx VClB.URZNPJXOjK.cd
b-1_t-sep_id-19	a sequence separated by 2 points . before the first 1 there must be 3 letters or more , before the second point must contain at least 2 letters and after it 3 lowercase .	concat ( repeatatleast ( <let> , 3 ) , concat ( <.> , concat ( repeatatleast ( <let> , 2 ) , concat ( <.> , repeat ( <low> , 3 ) ) ) ) )	qtO.BuIDxhyWPknX.hrj HEcVm.cw.ecl qtO.BuIDxhyWPkUv.ubi uMxy.UY.ati dIOv.yMGOo.dim pCz.eE.tzv	eWyMr.d.owb tr.UZBdNSf.dca LDZ.t.het Az.fCxyMkaU.ldt HR.xeyqtoJFDl.kfx VClB.URZNPJXOjK.cd
b-1_t-sep_id-19	the strings starts with more than 3 letters then there is a period after which there are more than 2 letters , and then another period . the string ends with 3 lowercase letters .	concat ( repeatatleast ( <let> , 3 ) , concat ( <.> , concat ( repeatatleast ( <let> , 2 ) , concat ( <.> , repeat ( <low> , 3 ) ) ) ) )	qtO.BuIDxhyWPknX.hrj HEcVm.cw.ecl qtO.BuIDxhyWPkUv.ubi uMxy.UY.ati dIOv.yMGOo.dim pCz.eE.tzv	eWyMr.d.owb tr.UZBdNSf.dca LDZ.t.het Az.fCxyMkaU.ldt HR.xeyqtoJFDl.kfx VClB.URZNPJXOjK.cd
b-1_t-sep_id-21	"a string starting wit 3 - 4 letter "" Z "" , 1 - 3 random digits and then a semi colon . after which should be any letter , but 3 or less in total followed by a semi colon and 2 - 3 random digits ."	concat ( concat ( repeatrange ( <Z> , 3 , 4 ) , repeatrange ( <num> , 1 , 3 ) ) , concat ( <;> , concat ( and ( repeatatleast ( or ( <cap> , <low> ) , 1 ) , repeatrange ( <any> , 0 , 3 ) ) , concat ( <;> , repeatrange ( <num> , 2 , 3 ) ) ) ) )	ZZZZ3;mQ;482 ZZZ373;NiA;131 ZZZ2;e;46 ZZZ0;rh;34 ZZZZ3;mjb;10 ZZZ0;r;148	ZZZZ9;LJRB;84 ZZZ8;hT;3700 ZZZ3755;SO;62 ZZZZZ67;oyD;384 ZZZ702;ac;8523 ZZZZ985;TTI;8973
b-1_t-sep_id-21	"a string starts with 3 or 4 capital letters "" Z "" and is followed by 3 groups separated by semicolons . the first group consists of 1 to 3 digits . the second group has at most 3 letters . the final group consists of 2 to 3 digits ."	concat ( concat ( repeatrange ( <Z> , 3 , 4 ) , repeatrange ( <num> , 1 , 3 ) ) , concat ( <;> , concat ( and ( repeatatleast ( or ( <cap> , <low> ) , 1 ) , repeatrange ( <any> , 0 , 3 ) ) , concat ( <;> , repeatrange ( <num> , 2 , 3 ) ) ) ) )	ZZZZ3;mQ;482 ZZZ373;NiA;131 ZZZ2;e;46 ZZZ0;rh;34 ZZZZ3;mjb;10 ZZZ0;r;148	ZZZZ9;LJRB;84 ZZZ8;hT;3700 ZZZ3755;SO;62 ZZZZZ67;oyD;384 ZZZ702;ac;8523 ZZZZ985;TTI;8973
