problem_id	description	regex	pos_examples	neg_examples	const_values
b-2_t-cat_id-121	a string that starts with 2 or 3 capital letters followed by either 1 1 or more lowercase letters or 1 or more capital letters .	concat ( repeatrange ( <cap> , 2 , 3 ) , or ( repeatatleast ( <low> , 1 ) , repeatatleast ( <cap> , 1 ) ) )	IAHBHJRUHFUHPZHEWVMT RPFAKNLWAFJEAIIBH NYMOJBJFAPXJV IAHkqffzvdjsuejawxrr BPyzajdus EGCnvhf	Bcduhyzg Vvjrvn VKZTua Mrrt CFLQtxhls ZH	0
b-2_t-cat_id-121	a string that begins with 2 - 3 capitals letters and ends with 1 or more lowercase or 1 or more capitals .	concat ( repeatrange ( <cap> , 2 , 3 ) , or ( repeatatleast ( <low> , 1 ) , repeatatleast ( <cap> , 1 ) ) )	IAHBHJRUHFUHPZHEWVMT RPFAKNLWAFJEAIIBH NYMOJBJFAPXJV IAHkqffzvdjsuejawxrr BPyzajdus EGCnvhf	Bcduhyzg Vvjrvn VKZTua Mrrt CFLQtxhls ZH	0
b-2_t-cat_id-122	a string consisting of 3 to 4 capital letters that must end in const0 . optionally , 1 or more numbers can be added to the beginning of the string .	concat ( optional ( repeatatleast ( <num> , 1 ) ) , concat ( repeatrange ( <cap> , 3 , 4 ) , const0 ) )	140722712281WDJW 9PRGW 940666144057RRJWW 6050116931PHITW 43FDCW 9537IFGWW	DSW 276MBFVIW 3718747917861YOVNNW 09443FIHDGW 59VLQRGW 10VHETJW	1 const0,W
b-2_t-cat_id-122	this pattern matches any string that optionally starts with 1 or more digits , followed by 3 or 4 capital letters , and ends with an additional const0 capital letter .	concat ( optional ( repeatatleast ( <num> , 1 ) ) , concat ( repeatrange ( <cap> , 3 , 4 ) , const0 ) )	140722712281WDJW 9PRGW 940666144057RRJWW 6050116931PHITW 43FDCW 9537IFGWW	DSW 276MBFVIW 3718747917861YOVNNW 09443FIHDGW 59VLQRGW 10VHETJW	1 const0,W
b-2_t-cat_id-122	a string that optionally starts with 1 or more digits , then 3 - 4 capitals and ending with a const0 .	concat ( optional ( repeatatleast ( <num> , 1 ) ) , concat ( repeatrange ( <cap> , 3 , 4 ) , const0 ) )	140722712281WDJW 9PRGW 940666144057RRJWW 6050116931PHITW 43FDCW 9537IFGWW	DSW 276MBFVIW 3718747917861YOVNNW 09443FIHDGW 59VLQRGW 10VHETJW	1 const0,W
b-2_t-cat_id-125	a string consists of the character sequences const1 or const0 . it can optionally be prepended by 1 more more letters .	concat ( optional ( repeatatleast ( <let> , 1 ) ) , or ( const ( <WV> ) , const0 ) )	qPBPWVThGXWJOrWV WXWxbZWV WNZUWSePMuWqPHQWV XZPHR yXWlmCZPWMPJWV dYZOWPUWV	wzFAgGuGEcGNU hFqwoGNEGNU oRUcRRP AxBoABQH GGNU JGNU	2 const0,PHR const1,VW
b-2_t-cat_id-125	this pattern matches any string that optionally starts with 1 or more letter and ends with either the substrings const0 or const1	concat ( optional ( repeatatleast ( <let> , 1 ) ) , or ( const0 , const1 ) )	qPBPWVThGXWJOrWV WXWxbZWV WNZUWSePMuWqPHQWV XZPHR yXWlmCZPWMPJWV dYZOWPUWV	wzFAgGuGEcGNU hFqwoGNEGNU oRUcRRP AxBoABQH GGNU JGNU	2 const0,WV const1,PHR
b-2_t-cat_id-125	a string that starts with an option 1 or more letters and ends with const0 or const1 .	concat ( optional ( repeatatleast ( <let> , 1 ) ) , or ( const0 , const1 ) )	qPBPWVThGXWJOrWV WXWxbZWV WNZUWSePMuWqPHQWV XZPHR yXWlmCZPWMPJWV dYZOWPUWV	wzFAgGuGEcGNU hFqwoGNEGNU oRUcRRP AxBoABQH GGNU JGNU	2 const0,WV const1,PHR
b-2_t-cat_id-129	we want to match strings that start and end with 3 or more lowercase const0 . in between there must be 1 or more lowercase characters .	concat ( repeatatleast ( const0 , 3 ) , concat ( repeatatleast ( <low> , 1 ) , repeatatleast ( const0 , 3 ) ) )	yyyhzyzyzyvlyyy yyynzyymyyyy yyytzebziyznrwyvyyy yyydjdzyozyzzyyy yyyoczyytzyyyy yyyazvzdzyyyyivyyy	yyyrzzzzyyezyy yysyyzzhzezyyy yytbzyzyyydyyyy yyyziyy yyazyyyy yyuyvzyzyyzyvuyyyy	1 const0,y
b-2_t-cat_id-129	this pattern must start and end with 3 or more const0 lowercase letters , with a string of 1 or more lowercase letters in the middle	concat ( repeatatleast ( const0 , 3 ) , concat ( repeatatleast ( <low> , 1 ) , repeatatleast ( const0 , 3 ) ) )	yyyhzyzyzyvlyyy yyynzyymyyyy yyytzebziyznrwyvyyy yyydjdzyozyzzyyy yyyoczyytzyyyy yyyazvzdzyyyyivyyy	yyyrzzzzyyezyy yysyyzzhzezyyy yytbzyzyyydyyyy yyyziyy yyazyyyy yyuyvzyzyyzyvuyyyy	1 const0,y
b-2_t-cat_id-129	a string that begins with 3 or more const0 , followed by 1 or more lowercase letters and ends with 3 or more const0 .	concat ( repeatatleast ( const0 , 3 ) , concat ( repeatatleast ( <low> , 1 ) , repeatatleast ( const0 , 3 ) ) )	yyyhzyzyzyvlyyy yyynzyymyyyy yyytzebziyznrwyvyyy yyydjdzyozyzzyyy yyyoczyytzyyyy yyyazvzdzyyyyivyyy	yyyrzzzzyyezyy yysyyzzhzezyyy yytbzyzyyydyyyy yyyziyy yyazyyyy yyuyvzyzyyzyvuyyyy	1 const0,y
b-2_t-cat_id-130	this pattern matches any string that starts with 1 to 3 capital letters , followed by 1 to 4 const0 capital letters .	concat ( repeatrange ( <cap> , 1 , 3 ) , repeatrange ( const0 , 1 , 4 ) )	XPASSSS AVZS GADSSS XPSSSSS ASDS ASSS	S CBKIS ZEO Y S EG	1 const0,S
b-2_t-cat_id-130	a string that begins with 1 - 3 capital letters and ends with 1 - 4 const0 .	concat ( repeatrange ( <cap> , 1 , 3 ) , repeatrange ( const0 , 1 , 4 ) )	XPASSSS AVZS GADSSS XPSSSSS ASDS ASSS	S CBKIS ZEO Y S EG	1 const0,S
b-2_t-cat_id-130	the string starts with 1 to 3 capital letters and it ends with 1 to 4 letter const0 .	concat ( repeatrange ( <cap> , 1 , 3 ) , repeatrange ( const0 , 1 , 4 ) )	XPASSSS AVZS GADSSS XPSSSSS ASDS ASSS	S CBKIS ZEO Y S EG	1 const0,S
b-2_t-cat_id-131	a string starts with 3 letters and ends with 1 to 3 numbers .	concat ( repeat ( <let> , 3 ) , repeatrange ( <num> , 1 , 3 ) )	dtq2 fbV751 ZTX48 dRj2 ZTf39 dtQ8	ye308 Fpjj037 Cd63 yY748 FpDh621 Wn5	0
b-2_t-cat_id-131	a string that consists of 3 letters followed by 1 - 3 digits .	concat ( repeat ( <let> , 3 ) , repeatrange ( <num> , 1 , 3 ) )	dtq2 fbV751 ZTX48 dRj2 ZTf39 dtQ8	ye308 Fpjj037 Cd63 yY748 FpDh621 Wn5	0
b-2_t-cat_id-131	a string beginning with 3 letters and ends with 1 - 3 digits .	concat ( repeat ( <let> , 3 ) , repeatrange ( <num> , 1 , 3 ) )	dtq2 fbV751 ZTX48 dRj2 ZTf39 dtQ8	ye308 Fpjj037 Cd63 yY748 FpDh621 Wn5	0
b-2_t-cat_id-133	the string consists of 2 pairs of 1 to 3 lowercase const0 followed 3 to 4 capital letters .	concat ( repeatrange ( const0 , 1 , 3 ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatrange ( const0 , 1 , 3 ) , repeatrange ( <cap> , 3 , 4 ) ) ) )	rrUIMTrIJET rBTYXrrSHNK rPBBSrUYE rBTYXrrrNBB rPBBrMUIQ rrEMYOrrrALFQ	rrrVDKBXZ rrrNNrrEZFH rrrIULKrrrKNRWV rrrWDSSJrrEQY rrrSCrrPEK rLZNDLrrYFLH	1 const0,r
b-2_t-cat_id-133	this pattern is formed by any string starting with 1 to 3 const0 lowercase letters , followed by 3 to 4 capital letters , then 1 to 3 const0 lowecase letters again , and ending with another 3 to 4 capital letters .	concat ( repeatrange ( const0 , 1 , 3 ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatrange ( const0 , 1 , 3 ) , repeatrange ( <cap> , 3 , 4 ) ) ) )	rrUIMTrIJET rBTYXrrSHNK rPBBSrUYE rBTYXrrrNBB rPBBrMUIQ rrEMYOrrrALFQ	rrrVDKBXZ rrrNNrrEZFH rrrIULKrrrKNRWV rrrWDSSJrrEQY rrrSCrrPEK rLZNDLrrYFLH	1 const0,r
b-2_t-cat_id-133	this pattern is composed by 4 strings , being first and third strings 1 to 3 const0 lowercase letters , and second and fourth strings composed by 3 or 4 capital letters .	concat ( repeatrange ( const0 , 1 , 3 ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatrange ( const0 , 1 , 3 ) , repeatrange ( <cap> , 3 , 4 ) ) ) )	rrUIMTrIJET rBTYXrrSHNK rPBBSrUYE rBTYXrrrNBB rPBBrMUIQ rrEMYOrrrALFQ	rrrVDKBXZ rrrNNrrEZFH rrrIULKrrrKNRWV rrrWDSSJrrEQY rrrSCrrPEK rLZNDLrrYFLH	1 const0,r
b-2_t-cat_id-134	the sequence starts with 2 or more lowercase letters followed by 2 - 4 letters .	concat ( repeatatleast ( <low> , 2 ) , repeatrange ( <let> , 2 , 4 ) )	tyohntbhzeeobwuYHyu jopgqgtreGi wjOMCL aksjxbozdwxffPDJZ rhhtxkiohjjkxrRs wjOMdb	dPj xxt xxA dPN bCfS fTihx	0
b-2_t-cat_id-134	a string consists of 2 or more lowercase characters followed by 2 to 4 letters .	concat ( repeatatleast ( <low> , 2 ) , repeatrange ( <let> , 2 , 4 ) )	tyohntbhzeeobwuYHyu jopgqgtreGi wjOMCL aksjxbozdwxffPDJZ rhhtxkiohjjkxrRs wjOMdb	dPj xxt xxA dPN bCfS fTihx	0
b-2_t-cat_id-134	this string must start with 2 or more lowercase letters , and to end with 2 to 4 letters more .	concat ( repeatatleast ( <low> , 2 ) , repeatrange ( <let> , 2 , 4 ) )	tyohntbhzeeobwuYHyu jopgqgtreGi wjOMCL aksjxbozdwxffPDJZ rhhtxkiohjjkxrRs wjOMdb	dPj xxt xxA dPN bCfS fTihx	0
b-2_t-cat_id-135	the string starts with 3 - 4 capital letters , followed by an optional digit . after that there 3 - 4 capital letters , followed by an digit and , after that , 1 or more lowercase letters .	concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( optional ( <num> ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( <num> , repeatatleast ( <low> , 1 ) ) ) ) )	JURGDLIW1ffg MGWP7NPS5svblmb GTQ5KZJN6lrphzgvqyp RCTMDZGX6koukn JURGDLI5clhl GTQU0IHZM5keehtxsyo	QGDW9FJAdzbzw CCBCYLBN69gukceu TTUDB5hecl WW4VNU7ygvnxpkcfendn RLM1OHTB1 ZJX2FES4	0
b-2_t-cat_id-135	a string that starts with 3 - 4 capitals , followed by an optional digit , then 3 - 4 capitals , then a digit and ending with 1 or more lowercase .	concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( optional ( <num> ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( <num> , repeatatleast ( <low> , 1 ) ) ) ) )	JURGDLIW1ffg MGWP7NPS5svblmb GTQ5KZJN6lrphzgvqyp RCTMDZGX6koukn JURGDLI5clhl GTQU0IHZM5keehtxsyo	QGDW9FJAdzbzw CCBCYLBN69gukceu TTUDB5hecl WW4VNU7ygvnxpkcfendn RLM1OHTB1 ZJX2FES4	0
b-2_t-cat_id-135	the first part of the string has 3 to 4 capital letters after which there is a number which is optional and then 3 to 4 capital letters that are followed by a number . the last part of the string has more than 1 lowercase letter .	concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( optional ( <num> ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( <num> , repeatatleast ( <low> , 1 ) ) ) ) )	JURGDLIW1ffg MGWP7NPS5svblmb GTQ5KZJN6lrphzgvqyp RCTMDZGX6koukn JURGDLI5clhl GTQU0IHZM5keehtxsyo	QGDW9FJAdzbzw CCBCYLBN69gukceu TTUDB5hecl WW4VNU7ygvnxpkcfendn RLM1OHTB1 ZJX2FES4	0
b-2_t-cat_id-136	we want to match strings that contain exactly 3 capital const0 . in between the first 2 const0 there can optionaly be 3 or 4 letters . and in between the last 2 const0 a sequence of 4 capital letters is optionally possible .	concat ( const0 , concat ( optional ( repeatrange ( <let> , 3 , 4 ) ) , concat ( const0 , concat ( optional ( repeat ( <cap> , 4 ) ) , const0 ) ) ) )	ObaWOGVYQO OmEYsOOCRCO OOO OOwyvOO OOCtOO OOwyOOO	ORtOO OIOyCIO OAmLSDOO OAmLbhOO OGXQIOYZFO OPIDZZONNO	1 const0,O
b-2_t-cat_id-136	a string has 3 const0 . in between the first 2 const0 there optionally are 3 to 4 letters . between the last 2 const0 are optionally 4 capital letters .	concat ( const0 , concat ( optional ( repeatrange ( <let> , 3 , 4 ) ) , concat ( const0 , concat ( optional ( repeat ( <cap> , 4 ) ) , const0 ) ) ) )	ObaWOGVYQO OmEYsOOCRCO OOO OOwyvOO OOCtOO OOwyOOO	ORtOO OIOyCIO OAmLSDOO OAmLbhOO OGXQIOYZFO OPIDZZONNO	1 const0,O
b-2_t-cat_id-136	a string that begins with const0 , followed by an option 3 - 4 letters , then another const0 , then an optional 4 capital letters , and ending with const0 .	concat ( const0 , concat ( optional ( repeatrange ( <let> , 3 , 4 ) ) , concat ( const0 , concat ( optional ( repeat ( <cap> , 4 ) ) , const0 ) ) ) )	ObaWOGVYQO OmEYsOOCRCO OOO OOwyvOO OOCtOO OOwyOOO	ORtOO OIOyCIO OAmLSDOO OAmLbhOO OGXQIOYZFO OPIDZZONNO	1 const0,O
b-2_t-cat_id-137	a string starting with 3 or more of any character but it can not be lowercase . it must be followed by 3 or 4 letters .	concat ( repeatatleast ( notcc ( <low> ) , 3 ) , repeatrange ( <let> , 3 , 4 ) )	3IL.QN^16_1&V^DNWY MR.7_P__G^yxTH =ZXN_+*^$P_qWbl H1Y3YNP_._A*_6!1IpB %QMVJp 6;9K5ujh	%MKMo 2MujbZ #YnuwG 2MujMy 99mkA WEyLP	0
b-2_t-cat_id-137	a string that starts with 3 or more that are not lowercase and ends with 3 - 4 letters .	concat ( repeatatleast ( notcc ( <low> ) , 3 ) , repeatrange ( <let> , 3 , 4 ) )	3IL.QN^16_1&V^DNWY MR.7_P__G^yxTH =ZXN_+*^$P_qWbl H1Y3YNP_._A*_6!1IpB %QMVJp 6;9K5ujh	%MKMo 2MujbZ #YnuwG 2MujMy 99mkA WEyLP	0
b-2_t-cat_id-137	the first part of the string has more than 3 characters which should not be lowercase letters . the second part of the string has 2 to 3 letters .	concat ( repeatatleast ( notcc ( <low> ) , 3 ) , repeatrange ( <let> , 3 , 4 ) )	3IL.QN^16_1&V^DNWY MR.7_P__G^yxTH =ZXN_+*^$P_qWbl H1Y3YNP_._A*_6!1IpB %QMVJp 6;9K5ujh	%MKMo 2MujbZ #YnuwG 2MujMy 99mkA WEyLP	0
b-2_t-cat_id-138	a string begins with 1 or more capital letters followed by 2 to 4 letters . next there are 2 lowercase letters followed by 3 const0 .	concat ( repeatatleast ( <cap> , 1 ) , concat ( repeatrange ( <let> , 2 , 4 ) , concat ( repeat ( <low> , 2 ) , repeat ( const0 , 3 ) ) ) )	KQWMAMRUBBRiRVUxp222 VMvwq222 GTAKJJCKksCnyx222 YQFDcywxa222 QIYFSREEBqh222 KQWMAMRUBBRiRjdvu222	COQZAOtHcjatb222 EWVPNQIKSDzMTYtn22 RyDHurq22 CREax22 bHeyn222 XMOMITAQrpaLgd22	1 const0,2
b-2_t-cat_id-138	this pattern matches any string starting with 1 or more capital letters , followed by 2 to 4 letters , then 2 lowercase letters more , and ends with 3 const0 digits .	concat ( repeatatleast ( <cap> , 1 ) , concat ( repeatrange ( <let> , 2 , 4 ) , concat ( repeat ( <low> , 2 ) , repeat ( const0 , 3 ) ) ) )	KQWMAMRUBBRiRVUxp222 VMvwq222 GTAKJJCKksCnyx222 YQFDcywxa222 QIYFSREEBqh222 KQWMAMRUBBRiRjdvu222	COQZAOtHcjatb222 EWVPNQIKSDzMTYtn22 RyDHurq22 CREax22 bHeyn222 XMOMITAQrpaLgd22	1 const0,2
b-2_t-cat_id-138	a string that starts with 1 or more capitals , then 2 - 4 letters , followed by 2 lowercase letters and ending with 3 const0 .	concat ( repeatatleast ( <cap> , 1 ) , concat ( repeatrange ( <let> , 2 , 4 ) , concat ( repeat ( <low> , 2 ) , repeat ( const0 , 3 ) ) ) )	KQWMAMRUBBRiRVUxp222 VMvwq222 GTAKJJCKksCnyx222 YQFDcywxa222 QIYFSREEBqh222 KQWMAMRUBBRiRjdvu222	COQZAOtHcjatb222 EWVPNQIKSDzMTYtn22 RyDHurq22 CREax22 bHeyn222 XMOMITAQrpaLgd22	1 const0,2
b-2_t-cat_id-140	a list of 4 strings . first and third string consist the 3 to 4 const0 uppercase letters . second string consist the 1 or more uppercase letter of const1 . the last string consist the 3 or more letters if any uppercase or lowercase	concat ( repeatrange ( const0 , 3 , 4 ) , concat ( repeatatleast ( const1 , 1 ) , concat ( repeatrange ( const0 , 3 , 4 ) , repeatatleast ( <let> , 3 ) ) ) )	DDDCCDDDLYWT DDDCDDDMiO DDDDCDDDoYk DDDCCCDDDTQSKFiv DDDCDDDMsCNgOzkalB DDDDCCDDDPxxa	DDCDDDXLkJEXdHT DDDDDCDDDcOuTnDt DDDDDDSHPW DDDDDCDDDQgqAqZ DDDDCDDciBGbxIDE DDDDDDNvJxSLvuDK	2 const0,D const1,C
b-2_t-cat_id-140	this is a list of 4 strings where first and third ones are formed by 3 or 4 const0 capital letters , second string is formed by 1 or more const1 capital letters , and the last string is formed by 3 or more letters	concat ( repeatrange ( const0 , 3 , 4 ) , concat ( repeatatleast ( const1 , 1 ) , concat ( repeatrange ( const0 , 3 , 4 ) , repeatatleast ( <let> , 3 ) ) ) )	DDDCCDDDLYWT DDDCDDDMiO DDDDCDDDoYk DDDCCCDDDTQSKFiv DDDCDDDMsCNgOzkalB DDDDCCDDDPxxa	DDCDDDXLkJEXdHT DDDDDCDDDcOuTnDt DDDDDDSHPW DDDDDCDDDQgqAqZ DDDDCDDciBGbxIDE DDDDDDNvJxSLvuDK	2 const0,D const1,C
b-2_t-cat_id-140	a string that starts with 3 - 4 const0 , then 1 or more const1 , followed by 3 - 4 const0 , and ending with 3 or more letters .	concat ( repeatrange ( const0 , 3 , 4 ) , concat ( repeatatleast ( const1 , 1 ) , concat ( repeatrange ( const0 , 3 , 4 ) , repeatatleast ( <let> , 3 ) ) ) )	DDDCCDDDLYWT DDDCDDDMiO DDDDCDDDoYk DDDCCCDDDTQSKFiv DDDCDDDMsCNgOzkalB DDDDCCDDDPxxa	DDCDDDXLkJEXdHT DDDDDCDDDcOuTnDt DDDDDDSHPW DDDDDCDDDQgqAqZ DDDDCDDciBGbxIDE DDDDDDNvJxSLvuDK	2 const0,D const1,C
b-2_t-cat_id-142	a string starting with 2 or 3 lowercase const0 followed by 1 or 2 letters . after that there should be 3 - 4 capital letters .	concat ( repeatrange ( const0 , 2 , 3 ) , concat ( repeatrange ( <let> , 1 , 2 ) , repeatrange ( <cap> , 3 , 4 ) ) )	jjjPMGPXM jjUWWK jjgXHA jjjhCVHXI jjHVUBT jjjPcKQXU	jjjFreVDPY jjjMsXGQFP jjpFtJPBP jjxuzVMK jjePB jjDuHW	1 const0,j
b-2_t-cat_id-142	this string must start with 2 or 3 const0 lowercase letters , followed by 1 or 2 letters more , and to end with 3 or 4 capital letters .	concat ( repeatrange ( const0 , 2 , 3 ) , concat ( repeatrange ( <let> , 1 , 2 ) , repeatrange ( <cap> , 3 , 4 ) ) )	jjjPMGPXM jjUWWK jjgXHA jjjhCVHXI jjHVUBT jjjPcKQXU	jjjFreVDPY jjjMsXGQFP jjpFtJPBP jjxuzVMK jjePB jjDuHW	1 const0,j
b-2_t-cat_id-142	a string that begins with 2 - 3 const0 , then 1 - 2 letters , and ends with 3 - 4 capitals .	concat ( repeatrange ( const0 , 2 , 3 ) , concat ( repeatrange ( <let> , 1 , 2 ) , repeatrange ( <cap> , 3 , 4 ) ) )	jjjPMGPXM jjUWWK jjgXHA jjjhCVHXI jjHVUBT jjjPcKQXU	jjjFreVDPY jjjMsXGQFP jjpFtJPBP jjxuzVMK jjePB jjDuHW	1 const0,j
b-2_t-cat_id-143	this starts with an optional 3 to 4 letters . this is followed with 3 or more digits , then 3 to 4 const0 , and 2 digits . then there is an optional 2 to 4 const1 , and it ends with 2 capital letters .	concat ( optional ( repeatrange ( <let> , 3 , 4 ) ) , concat ( repeatatleast ( <num> , 3 ) , concat ( repeatrange ( const0 , 3 , 4 ) , concat ( repeat ( <num> , 2 ) , concat ( optional ( repeatrange ( const1 , 2 , 4 ) ) , repeat ( <cap> , 2 ) ) ) ) ) )	jLLz191171OOO00ZZZZ tdMQ435OOO02ZZZZEV jLLz191171OOO00ZZVE 20979622138OOO55ZZZC tdMQ435OOOO10ZZZZG 3440OOO04ZZZZYG	nf815924OOOO42ZZZJ VGe05OOOO51ZV 880OOO0LL 5301OOOO84ZZZZZJJ zc25591OOO56PL 194OOOO9ZV	2 const0,O const1,Z
b-2_t-cat_id-143	a list of 6 consists of string . the first consists of string 3 - 4 letter . the second consists of strings 3 + digit . the threestrings 3 - 4 const0 . the 4 consists of strings 2 digit . the 5 consists of string 2 - 4 const1 . and final consists of strings 2 capital	concat ( optional ( repeatrange ( <let> , 3 , 4 ) ) , concat ( repeatatleast ( <num> , 3 ) , concat ( repeatrange ( const0 , 3 , 4 ) , concat ( repeat ( <num> , 2 ) , concat ( optional ( repeatrange ( const1 , 2 , 4 ) ) , repeat ( <cap> , 2 ) ) ) ) ) )	jLLz191171OOO00ZZZZ tdMQ435OOO02ZZZZEV jLLz191171OOO00ZZVE 20979622138OOO55ZZZC tdMQ435OOOO10ZZZZG 3440OOO04ZZZZYG	nf815924OOOO42ZZZJ VGe05OOOO51ZV 880OOO0LL 5301OOOO84ZZZZZJJ zc25591OOO56PL 194OOOO9ZV	2 const0,O const1,Z
b-2_t-cat_id-143	a list of the 6 strings . a first string consist the 3 to 4 letters its have a optional string . second string consist the 3 or more digit numeric value . third string consist the 3 to 4 times const0 . fourth string consist the 2 digit numeric value and next string consist the 2 to 4 const1 optional string . and last string consist the 2 capital letters .	concat ( optional ( repeatrange ( <let> , 3 , 4 ) ) , concat ( repeatatleast ( <num> , 3 ) , concat ( repeatrange ( const0 , 3 , 4 ) , concat ( repeat ( <num> , 2 ) , concat ( optional ( repeatrange ( const1 , 2 , 4 ) ) , repeat ( <cap> , 2 ) ) ) ) ) )	jLLz191171OOO00ZZZZ tdMQ435OOO02ZZZZEV jLLz191171OOO00ZZVE 20979622138OOO55ZZZC tdMQ435OOOO10ZZZZG 3440OOO04ZZZZYG	nf815924OOOO42ZZZJ VGe05OOOO51ZV 880OOO0LL 5301OOOO84ZZZZZJJ zc25591OOO56PL 194OOOO9ZV	2 const0,O const1,Z
b-2_t-cat_id-144	a list 6 strings . the first string consist of 1 + capital and second string consist of 3 + capital and third string consist of 3 - 4 capital or 3 - 4 digit and fourth string consist of 4 letter and fifth string consist of 3 - 4 digit and final string consist of 3 - 4 capital or 3 - 4 digit ( optional ) .	concat ( repeatatleast ( <cap> , 1 ) , concat ( repeatatleast ( <num> , 3 ) , concat ( or ( repeatrange ( <cap> , 3 , 4 ) , repeatrange ( <num> , 3 , 4 ) ) , concat ( repeat ( <let> , 4 ) , concat ( repeatrange ( <num> , 3 , 4 ) , optional ( or ( repeatrange ( <cap> , 3 , 4 ) , repeatrange ( <num> , 3 , 4 ) ) ) ) ) ) ) )	PMF81609XVZMqFHt9253 PMF81609XVZMqFhI3996 N329RBBHpjnN586XJCU E217683rpxV353 C7146EGFjLgU889 PMF81609XVZMqFha4295	6689HDKCCzNG355 IE8021HDQXYM674 GSG115LJEdbmF612NW G299PVFMrT488 9011527AGFmxjQ151STD F2223063XNPuKV946	0
b-2_t-cat_id-144	an eligible string starts with 1 or more capital letters followed by 3 or more digits . after that are 3 to 4 capital letters or 3 to 4 digits . 4 letters , 3 - 4 digits , and optionally 3 to 4 capital letters or 3 to 4 digits finish the string .	concat ( repeatatleast ( <cap> , 1 ) , concat ( repeatatleast ( <num> , 3 ) , concat ( or ( repeatrange ( <cap> , 3 , 4 ) , repeatrange ( <num> , 3 , 4 ) ) , concat ( repeat ( <let> , 4 ) , concat ( repeatrange ( <num> , 3 , 4 ) , optional ( or ( repeatrange ( <cap> , 3 , 4 ) , repeatrange ( <num> , 3 , 4 ) ) ) ) ) ) ) )	PMF81609XVZMqFHt9253 PMF81609XVZMqFhI3996 N329RBBHpjnN586XJCU E217683rpxV353 C7146EGFjLgU889 PMF81609XVZMqFha4295	6689HDKCCzNG355 IE8021HDQXYM674 GSG115LJEdbmF612NW G299PVFMrT488 9011527AGFmxjQ151STD F2223063XNPuKV946	0
b-2_t-cat_id-144	the string starts with more than 1 capital letter , followed by more than 3 digits , 3 - 4 capital letters or digits , 4 letters , 3 - 4 digits and can optionally end with 3 - 4 capital letters or digits .	concat ( repeatatleast ( <cap> , 1 ) , concat ( repeatatleast ( <num> , 3 ) , concat ( or ( repeatrange ( <cap> , 3 , 4 ) , repeatrange ( <num> , 3 , 4 ) ) , concat ( repeat ( <let> , 4 ) , concat ( repeatrange ( <num> , 3 , 4 ) , optional ( or ( repeatrange ( <cap> , 3 , 4 ) , repeatrange ( <num> , 3 , 4 ) ) ) ) ) ) ) )	PMF81609XVZMqFHt9253 PMF81609XVZMqFhI3996 N329RBBHpjnN586XJCU E217683rpxV353 C7146EGFjLgU889 PMF81609XVZMqFha4295	6689HDKCCzNG355 IE8021HDQXYM674 GSG115LJEdbmF612NW G299PVFMrT488 9011527AGFmxjQ151STD F2223063XNPuKV946	0
b-2_t-cat_id-145	the string has 3 or more const0 followed by 4 lowercase letters . next , those rules are followed again . it ends with 1 to 3 numbers .	concat ( repeatatleast ( const0 , 3 ) , concat ( repeat ( <low> , 4 ) , concat ( repeatatleast ( const0 , 3 ) , concat ( repeat ( <low> , 4 ) , repeatrange ( <num> , 1 , 3 ) ) ) ) )	mmmmmccovmmmmcxyu57 mmmiqcwmmmmtyoz89 mmmicjhmmmmmmr9 mmmiqcwmmmmdeva90 mmmmhidmmmmmebr9 mmmmmccovmmmmcxy563	mmmpzlqhmmmmtojf8 mmmoxzmmmmmmx1 mmmmmmzdmmmaijgk9 mmmneucmmmtasy7564 mmmmmewmmmler16 mmmghremmmmmmmmmmj	1 const0,m
b-2_t-cat_id-145	the sequence is 2 times the following string , not separated : 3 or more const0 followed by 4 lowercase letters . after that , there 1 - 3 digits	concat ( repeatatleast ( const0 , 3 ) , concat ( repeat ( <low> , 4 ) , concat ( repeatatleast ( const0 , 3 ) , concat ( repeat ( <low> , 4 ) , repeatrange ( <num> , 1 , 3 ) ) ) ) )	mmmmmccovmmmmcxyu57 mmmiqcwmmmmtyoz89 mmmicjhmmmmmmr9 mmmiqcwmmmmdeva90 mmmmhidmmmmmebr9 mmmmmccovmmmmcxy563	mmmpzlqhmmmmtojf8 mmmoxzmmmmmmx1 mmmmmmzdmmmaijgk9 mmmneucmmmtasy7564 mmmmmewmmmler16 mmmghremmmmmmmmmmj	1 const0,m
