problem_id	description	regex	pos_examples	neg_examples	const_values
b-2_t-cat_id-108	a string that starts with at least 1 digit followed by 3 letters . after that there are 3 to 4 more digits and then 1 to 4 more letters .	concat ( repeatatleast ( <num> , 1 ) , concat ( repeat ( <let> , 3 ) , concat ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <let> , 1 , 4 ) ) ) )	2155VHf5105GccE 4vLQ186d 1qmh1199ggny 8333RUo148ejSr 8687545QuA6693UrAf 5vKW136nfSG	Ksd749DKmn 6268MKs21898aiKu 1609cUN30bSm DzL987FXgf 8727zjZ990tBvjv Mut9172o	0
b-2_t-cat_id-109	a single string with no numbers at the beginning then either const0 or const1 is follwed by 3 - 4 numbers , and ends with either numbers or lowercase letters .	concat ( repeatatleast ( notcc ( <num> ) , 1 ) , concat ( or ( const0 , const1 ) , concat ( repeatrange ( <num> , 3 , 4 ) , or ( repeatatleast ( <num> , 1 ) , repeatatleast ( <low> , 1 ) ) ) ) )	!VVi7779 OSKVKjh841h DNCIUKTm*VVi08038 j&VVqNokkVcKVi574j ^Vm*PSF$VVVKVKjh7938 ii&^KKjV-VViKjh737b	Vi36182 +VTKuKVpKM&DKjh333 Vi3881fsdbglobu .Vg+Vi113 #pqBBBBBEBEy3360 Vi622cmzhsygzx	2 const0,Vi const1,Kjh
b-2_t-cat_id-118	a string consists of an optional 1 - 4 capital letters followed by 3 - 4 const0 and ends in 1 - 4 capitals .	concat ( optional ( repeatrange ( <cap> , 1 , 4 ) ) , concat ( repeatrange ( const0 , 3 , 4 ) , repeatrange ( <cap> , 1 , 4 ) ) )	UUDttttZEE WXOFttttMCN RIFtttRDO RttttXRGH UUDtttZEQK HKttttL	YMPSttt JttttBQXGL tttt ItttttMHTT Ftttt JVXEtttXTTOJ	1 const0,t
b-2_t-cat_id-120	a string starting with 1 or more special characters followed by an optional 1 to 4 letters .	concat ( repeatatleast ( notcc ( <let> ) , 1 ) , optional ( repeatrange ( <let> , 1 , 4 ) ) )	^_^$_Dika ^__wdS %__snna ^:4^_.*=_^kiB 6$_*_^_86=wIIF 6%5___3_^_^_;=^7FbRO	jp al DtSd hMZ mqpW Bmtg	0
b-2_t-cat_id-124	a string starting with 2 to 4 capitals , followed by 2 letters . after that there is another 2 to 4 capitals and then 2 letters and it ends with either const0 or const1 .	concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeat ( <let> , 2 ) , concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeat ( <let> , 2 ) , or ( const0 , const1 ) ) ) ) )	FNcaOARfTHAD STjuOHVXKIIIV GMMYCSiHHAD FNcaOARfgHAD GMMYCSinHAD STjuOHVXKrHAD	OOAZDvfQKBlvHAD MESXHQZNXTERIIIV CWptDCVUEEX YTIFdkSYXNBAEX GZBeoVAUPQwUIIV SHYTCeHCNTACIHAD	2 const0,HAD const1,IIV
b-2_t-cat_id-126	use only numbers and letter to make a string that starts with 2 numbers . capitals letters followed by a number comes next . end the string with const0 or const1	concat ( repeat ( <num> , 2 ) , concat ( repeatatleast ( <cap> , 1 ) , concat ( <num> , or ( const0 , const1 ) ) ) )	45BN4B 51TOHE4B 06GXDLEZBUI0B 53EULAKBMPZFPHO8s 78WEE1s 51X4B	35QTAAB 465B 194s 95TBAAABAKCVAB 20DELYIHULAGVBJD0j 66BABBAEPAIAGB	2 const0,s const1,B
b-2_t-cat_id-126	the string begins with 2 digits followed by 1 or more capital letters . this is followed by a single digit . finally a single lowercase const0 or capital const1	concat ( repeat ( <num> , 2 ) , concat ( repeatatleast ( <cap> , 1 ) , concat ( <num> , or ( const0 , const1 ) ) ) )	45BN4B 51TOHE4B 06GXDLEZBUI0B 53EULAKBMPZFPHO8s 78WEE1s 51X4B	35QTAAB 465B 194s 95TBAAABAKCVAB 20DELYIHULAGVBJD0j 66BABBAEPAIAGB	2 const0,s const1,B
b-2_t-cat_id-127	a list of 2 strings fist string consist by 1 or more digit numeric values that is optional . last string consist by 1 to 2 letters .	concat ( optional ( repeatatleast ( <num> , 1 ) ) , repeatrange ( <let> , 1 , 2 ) )	19411867018Ym 68603GW 2757077557908966gF 29677e 194118670189j 09128323911465Fd	89zkJ 817735711855jGz	0
b-2_t-cat_id-128	a string starting with 2 or 3 letters followed by an optional 4 digits .	concat ( repeatrange ( <let> , 2 , 3 ) , optional ( repeat ( <num> , 4 ) ) )	OkR rCN4019 sL3864 rCv9419 rcB1724 Okw	fMe67144 hKN745 Pa49647 KNa92220 Ksy13375 KsN10634	0
b-2_t-cat_id-132	a list of 4 string . first and third strings consist are 1 to 2 letters . second and last strings consist of const0 or const1	concat ( repeatrange ( <let> , 1 , 2 ) , concat ( or ( const0 , const1 ) , concat ( repeatrange ( <let> , 1 , 2 ) , or ( const0 , const1 ) ) ) )	K,_$Sn,_$ cu.,+CN.,+ K,_$SW,_$ w.,+z,_$ cu.,+Co.,+ w.,+z.,+	X,_$,_$ mYu.,+L.,+ zV$.hN.,+ X.,+,_$ p-=ZK.,+ Ez.,+,_$	2 const0,.,+ const1,,_$
b-2_t-cat_id-139	the string begins with a capital const0 or const1 . then 1 to 3 lowercase letters followed by 2 to 4 capital letters . then 3 or more lowercase const2 followed by 3 to 4 const3 . the string ends with a single lowercase letter .	concat ( or ( const0 , const1 ) , concat ( repeatrange ( <low> , 1 , 3 ) , concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeatatleast ( const2 , 3 ) , concat ( repeatrange ( const3 , 3 , 4 ) , <low> ) ) ) ) )	KurLULEiiii6666o TyLUViii666j TvBHGiiiiiiiiiii666n KjUYiii666o TxCEDBiiiiii6666u TxCEiiiiiiii6666k	KbwgTFUDiiiii6666ii TyEHDGiiiii6666ll KqozwTHiiii666d TfcDCQiiiiiiiiiii666 ThdtbWGiiiiiiiii666w KoVCWiiii6666qt	4 const0,T const1,K const2,i const3,6
b-2_t-cat_id-141	a list of 4 strings . first string consist by 3 to 4 capital letters or lowercase letters second string consist by 1 to 4 letters third string consist by 3 to 4 capital letters or lowercase letters last string consist by 3 const0	concat ( repeatrange ( or ( <cap> , <low> ) , 3 , 4 ) , concat ( repeatrange ( <let> , 1 , 4 ) , concat ( repeatrange ( or ( <cap> , <low> ) , 3 , 4 ) , repeat ( const0 , 3 ) ) ) )	OpZcTQjpdM444 oZiXhvWVHlV444 VjGceQUJvEFD444 MnojAKabc444 VjGceQUJvElF444 AzKCfFW444	PyWtffof4444 PqSkFwHNlHNTC444 sYLlpkoSiFgOZ444 fdhTRwxasPEm44 nxsjoowbrvUzB444	1 const0,4
b-2_t-cat_id-147	there are 5 strings . first and fourth strings consist by const0 lowercase letters . second strings consist by 2 to 4 const1 lowercase letter . third string consist by 1 to 2 letters . last string consist by const2 or const3 numeric value	concat ( const0 , concat ( repeatrange ( const1 , 2 , 4 ) , concat ( repeatrange ( <let> , 1 , 2 ) , concat ( const0 , or ( const2 , const3 ) ) ) ) )	rqqqnjr786 rqqqpr786 rqqVr257 rqqqqfur786 rqqqtr786 rqqqr257	rqqTrr871 rqqqqFBr68 rqqxr871 rqqqr37 rrqqqqIzr257 qqqOmr257	4 const0,r const1,q const2,257 const3,786
b-2_t-cat_id-148	the string begins with 4 const0 , 2 to 3 lowercase letters , and a const1 or const2 . it is followed by 2 or more capital letters and 2 to 3 const3 . the string ends with 1 or more digits .	concat ( repeat ( const0 , 4 ) , concat ( repeatrange ( <low> , 2 , 3 ) , concat ( or ( const1 , const2 ) , concat ( repeatatleast ( <cap> , 2 ) , concat ( repeatrange ( const3 , 2 , 3 ) , repeatatleast ( <num> , 1 ) ) ) ) ) )	ttttvvAWFSRRB664 ttttxqyAPU668 ttttwfwALIQD6678655 ttttzaWLZTT6667 ttttxqAPG6631 tttterWIUMSCYV668	ttttmyikAAU66366296 ttttrcoOMRLV6634 ttttzoOFXXE6680 ttttvWNRAKVF66168 tttttwirABN6649 ttteaWDZCGFTQ66504	4 const0,t const1,W const2,A const3,6
b-2_t-cat_id-149	a list of 4 strings . first string consist of const0 or const1 letters . second string consist of 3 lowercase letters . third string consist of const0 or const1 letters . last string consist by 4 letters	concat ( or ( const0 , const1 ) , concat ( repeat ( <low> , 3 ) , concat ( or ( const0 , const1 ) , repeat ( <let> , 4 ) ) ) )	IWwkkIWsEgV UJQgglUJQjwoo UJQgglUJQjwUh IWgwcUJQkWMt IWwkkIWsEgy IWgwcUJQkWMZ	EZJnomUJQISpi IWluzIWGGD ZVKmwrIWAlEO ZVKtheUJQqcap ZVKmwrIWAlEk UJQwmfUJQEfj	2 const0,UJQ const1,IW
b-2_t-cat_id-15	a string starting with 1 - 3 const0 followed by 2 - 4 digits and then 3 capital letters . it ends in either const1 or const2 .	concat ( repeatrange ( const0 , 1 , 3 ) , concat ( repeatrange ( <num> , 2 , 4 ) , concat ( repeatatleast ( <cap> , 3 ) , or ( const1 , const2 ) ) ) )	k90TQVFDFHXZ;$ kk764FSPLSUHGJEDPQ;$ kk764FSPLSUHGJEDP_!: k95KWMVMK_!: k6395FPOJDAUE;$ k9262YKD_!:	k64FYDUCPGIA,^ kk54892UFGCBIG;$ kkk3988RC_!: kkkk4182BREL_!: k89HV_!: kkk8576BTZ,^	3 const0,k const1,;$ const2,_!:
b-2_t-cat_id-20	the string begins with an optional capital const0 . the string then consists of 2 to 4 digits followed by 3 or more lowercase letters .	concat ( optional ( const0 ) , concat ( repeatrange ( <num> , 2 , 4 ) , repeatatleast ( <low> , 3 ) ) )	P0667ehjoezpluhffzpp P0462zwgjw 01jchryirvwydc P15dqyzvtjcwq 29ywimfibquoepvpt 29cslmzdce	V704ckpa P57550cuszl J27wvyglrzdrzmkboyi 424gm 86042bxlqtnspujlsnw J8418hibegdvgqiyvb	1 const0,P
b-2_t-cat_id-25	there are 4 strings . first string consist of const0 or const1 second string consist of 2 to 4 not a letters . third string consist of 3 digits numeric values . last string consist of 2 const2 leeter	concat ( or ( const0 , const1 ) , concat ( repeatrange ( notcc ( <let> ) , 2 , 4 ) , concat ( repeat ( <num> , 3 ) , repeat ( const2 , 2 ) ) ) )	@+__$&041BB _*^^011BB _*;_3068BB @+__$;050BB _*%^945BB _*;__120BB	,-;^_,%696BB @+*421BB @+^$4_^471BB @+1--_^914BB ,-;#-#939BB @.*^_033BB	3 const0,@+ const1,_* const2,B
b-2_t-cat_id-26	there are 2 strings . first strings consist by 1 + const0 . last string consist by 3 letters .	concat ( repeatatleast ( <l> , 1 ) , repeat ( <let> , 3 ) )	lllllllllllllllllMXt llllAv llllllllldfy lllllllKp lllllllllllJDE lllllllllllJDa	FMS ixx lllllllbVkF iHa Fpp iHO	1 const0,I
b-2_t-cat_id-4	this string begins with 3 capital const0 followed by 3 to 4 lowercase letters or digits . then there are 1 to 4 letters ( lowercase or capital ) followed by 3 to 4 lowercase const1 . finally there are either 3 or more letters - or - 3 or more digits .	concat ( repeat ( const0 , 3 ) , concat ( repeatrange ( or ( <low> , <num> ) , 3 , 4 ) , concat ( repeatrange ( <let> , 1 , 4 ) , concat ( repeatrange ( const1 , 3 , 4 ) , or ( repeatatleast ( <let> , 3 ) , repeatatleast ( <num> , 3 ) ) ) ) ) )	YYY8pl8gOzyyyzAT YYY1yrnzAyyyzjTpmgOH YYYawz8awhlyyydlXj YYY32dCaNPyyyzlCp YYYbkzpyyyFfr YYY1yrnzAyyyzjTpmgtv	YYY4v8LzFLyyyUW YYY45n0XmVzyyyoD YYYu3NOXyyyAMbX YYYj0u0cfDeoyyyIbA YYY1561kTyyyyX YYYi571wzDyyy96	2 const0,Y const1,y
b-2_t-cat_id-46	a string starting with 2 or more letters followed by 2 more that can not be capitals , then a const0 and 1 - 3 digits after that and then ending in 3 - 4 lowercase letters	concat ( repeatatleast ( <let> , 2 ) , concat ( repeat ( notcc ( <cap> ) , 2 ) , concat ( const0 , concat ( repeatrange ( <num> , 1 , 3 ) , repeatrange ( <low> , 3 , 4 ) ) ) ) )	ouxFlkN^:1701cpkx BWWCUtflc7x1815ylot umHX*r1719sqxc Sp^+14mqo PwIbRbvT_81782sxwo ADTpx^=13hwo	JctPHyki_116ayncf WN_=y19gsw SVb10roh OzMwjmKkGaEo8zp11pqe FjAf.315500qjub bbfQjYMU@^&1752hmnq	1 const0,1
b-2_t-cat_id-47	a string starting out with 2 - 4 capitals followed by 1 or 2 const0 and ending in 3 letters .	concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeatrange ( <l> , 1 , 2 ) , repeat ( <let> , 3 ) ) )	UHXBlYoe VOlECP UHXBlYTI APllnoK UHXBlYoY APllnof	ZXKUlel TLHLDllERQ BQCBzp TllksF TLHLDllEdI ZXKUlRx	1 const0,I
b-2_t-cat_id-48	there are 4 strings . first string consist of 3 + capital letters . second string consist of 2 + lowercase letters . third string consist of 1 to 2 lowercase letters or 1 to 2 digit numeric values . last string consist of 3 + digit numeric values .	concat ( repeatatleast ( <cap> , 3 ) , concat ( repeatatleast ( <low> , 2 ) , concat ( or ( repeatrange ( <low> , 1 , 2 ) , repeatrange ( <num> , 1 , 2 ) ) , repeatatleast ( <num> , 3 ) ) ) )	XPVCrlzacbcagj5617 ZNPmpbzwldbvu5044 PTKzlqovv7268731 YDCcxqco31129 STQuj29026 ACNoxxq162994063958	WVqjbu456 PSXeqdiukivipb24 FUSzvkhvrgogqp57 SIDd3426 ERmxwzhsc0184741856	0
b-2_t-cat_id-49	there are 5 strings . i want to match strings that start with capital const0 . second string consist of const3 or const1 . third string consist of 3 to 4 capital letters . fourth string consist of 1 to 2 const2 last string consist of 4 letters .	concat ( const0 , concat ( or ( const ( <flt> ) , const1 ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatrange ( const2 , 1 , 2 ) , repeat ( <let> , 4 ) ) ) ) )	SxaKPVQOMPNG SxaVYXOOOplhm SxaKUWOOYVv SxaVYXOOOplXS SxaVYXOOOplXf SxaKPVQOMPrE	SzlaMJCSOpxan SxaYLQMifRz SfliZWLOOwlte SxaPWHAUOOTIBI SfltNRIOOOOVvCr SfltLRXAGOOGmrz	4 const0,S const1,xa const2,O const3,fit
b-2_t-cat_id-53	a list of 4 strings . first and third strings are consist of 3 to 4 not capital letters . second and last strings are consist of 3+capita + letters .	concat ( repeatrange ( notcc ( <cap> ) , 3 , 4 ) , concat ( repeatatleast ( <cap> , 3 ) , concat ( repeatrange ( notcc ( <cap> ) , 3 , 4 ) , repeatatleast ( <cap> , 3 ) ) ) )	g*;aUPPv0sqDSKNQNISW __oXLL66aYVU __oXLL6v%YOS x0+vAOMdd2hFJLW bx2eYUM,h4POJRTW %#rISI+tbbMEQU	itlUGTUU2chEQ j3!NBl,e9HOLJ #+fMT,f1FVTYFIXKS #+fMT,fv6PFMGJZJJ rntuDJNgbe1hEGRX 5:s.LVOACOON;k$uNW	0
b-2_t-cat_id-57	the string begins with 2 or more digits followed by 3 to 4 capital letters . then 1 or more digits followed by 1 to 3 capital const0 . then there is an optional 2 to 4 digits . the string ends with 3 to 4 letters .	concat ( repeatatleast ( <num> , 2 ) , concat ( repeatrange ( <cap> , 3 , 4 ) , concat ( repeatatleast ( <num> , 1 ) , concat ( repeatrange ( const0 , 1 , 3 ) , concat ( optional ( repeatrange ( <num> , 2 , 4 ) ) , repeatrange ( <let> , 3 , 4 ) ) ) ) ) )	19QXM641LLL1307doly 8581GXKN93LLL17yZs 8581GXKN93LLL17ysc 24YZZ0181LLL8469zAvJ 77CKRI17LLAU 54JBX85LLIaNE	6AKAX85L38qKf 30KLWG9L11559pBbV 84HTU51LLLL8132MgLM 91NEPAW3L81PEGL 57FB7047LLLi 2PLAJ567LLSB	1 const0,L
b-2_t-cat_id-58	this has 3 groups of 3 letters . you may separate the first 3 with 2 - 4 lowercase letters , and you may omit the last group of 3 . the second group must be followed by 2 const0 .	concat ( repeat ( <let> , 3 ) , concat ( optional ( repeatrange ( <low> , 2 , 4 ) ) , concat ( repeat ( <let> , 3 ) , concat ( repeat ( const0 , 2 ) , optional ( repeat ( <let> , 3 ) ) ) ) ) )	esHxxsVf11LBF pjVbuynOlB11Nla esHxxsVf11LBi YIPNYL11LEH xEshtueur11LKj YIPNYL11LsX	bhQrvQeJ11vz nXbioKBY1 CIOkbo11smpD lkWxGYT11teB QUdAdEz11 HhTDIR11FP	1 const0,1
b-2_t-cat_id-59	a string consisting of 1 - 4 letters followed by a const0 and ending with 1 or more lowercase letter ( s )	concat ( repeatrange ( <let> , 1 , 4 ) , concat ( const0 , repeatatleast ( <low> , 1 ) ) )	Yh1qrksbiynnokx WpO1ve Jbg1argzhcecycoerhnr D1svimpalx GmuM1jsbcwses PXNX1nbm	Tsis6elej ypSo6om ifdt1 p1 M1 aX6hkpxihud	1 const0,1
b-2_t-cat_id-62	a string starting with 2 letters and ending in 1 - 3 lowercase letters .	concat ( repeat ( <let> , 2 ) , repeatrange ( <low> , 1 , 3 ) )	BUmcj Bxvsn sHab eNwqt ezcal Yoog	vpZcf mxZphe ic tKVu Qc Yz	0
b-2_t-cat_id-78	a string starting with 2 or more const0 followed by const1 and then a digit after that and ending with 1 to 4 lowercase letters .	concat ( repeatatleast ( const0 , 2 ) , concat ( <l> , concat ( <num> , repeatrange ( <low> , 1 , 4 ) ) ) )	55l0di 555l5xge 5555555555555l9qau 5555l8h 555555l5mexi 5555555555l7i	5l5v 55l1 5l4yota 5555ldzl 555555lkk 5l4axr	2 const0,5 const1,I
b-2_t-cat_id-81	a list of 3 strings first string consist of 1 + digit numeric values or capital letters . second string consist of 2 letters that is optional . last string consist of 1 + digit numeric values or capital letters .	concat ( repeatatleast ( or ( <num> , <cap> ) , 1 ) , concat ( optional ( repeat ( <let> , 2 ) ) , repeatatleast ( or ( <num> , <cap> ) , 1 ) ) )	3AVR7DRP2Xb0W 1VMR YJrv1J4U71P 9PFF33Y3ueB82B ZJPG0NUd8Y14HL6 YJrv1J4U7D4	MwIrRHQ L 1lNaE1N34 dn61G7G4	0
b-2_t-cat_id-83	a string starting with 2 - 3 capitals or digits followed by 2 capitals and then 203 capitals or digits and ending with 2 capitals .	concat ( repeatrange ( or ( <cap> , <num> ) , 2 , 3 ) , concat ( repeat ( <cap> , 2 ) , concat ( repeatrange ( or ( <cap> , <num> ) , 2 , 3 ) , repeat ( <cap> , 2 ) ) ) )	K6JIPWTZ 5DYTB77QU 7L7IPUR7XG K6JI8XNQ 7L7IPU3DMR 7L7IPURXJO	P9GGGN3JCFJ C68KD0BE 74MH4BN 5ZGG05M6RB 31XLIF43E 5ZGG05MYNX	0
b-2_t-cat_id-84	your string begins with 2 const0 , which is followed by 2 - 4 uppercase letters . add 2 more const0 , then either const1 or const2 . stop there or end with 2 const0 .	concat ( repeat ( const0 , 2 ) , concat ( repeatrange ( <cap> , 2 , 4 ) , concat ( repeat ( const0 , 2 ) , concat ( or ( const1 , const2 ) , optional ( repeat ( const0 , 2 ) ) ) ) ) )	UUWFFUUglcUU UUVEWYUUglcUU UUXCUUtf UUTSSUUtf UUWFFUUUtfUU UUTSYUUtf	UUISUXUtfUU UUGWDUUUglcUUU UUXLZUUUUglc UUZKUUUik UUTFZUUUglcUUU UUGWDWUUglcUUU	3 const0,U const1,glc const2,tf
b-2_t-cat_id-87	two strings containing 3 to 4 const0 and end with either const2 or const1	concat ( repeatrange ( const0 , 3 , 4 ) , concat ( or ( const1 , const2 ) , concat ( repeatrange ( const0 , 3 , 4 ) , or ( const1 , const2 ) ) ) )	0000#000+ 000#000+ 0000+0000+ 0000#0000# 000+000# 0000#000#	0000#00# 000#00+ 00000+0000# 000+00# 000;0000# 0000.000#	3 const0,0 const1,+ const2,#
b-2_t-cat_id-89	a string that starts with a letter and is followed by 3 lowercase letters and ends in 1 to 3 capitals .	concat ( <let> , concat ( repeatatleast ( <low> , 3 ) , repeatrange ( <cap> , 1 , 3 ) ) )	BpvsxbujgwKB RkbrmbfyBPF mqtyicfafvesdzddBW XehtvephuujbcyyceKY bauavjrL mqtyicfafvesdzdIYB	yIaedstbimhyeQ Ciwpjcwjjm AZvumytuoynljuwgJ zOysdqgenyID VjrkexinygamqTYZI qzjrrk	0
b-2_t-cat_id-99	there are 2 strings . first string consist by 3 to 4 lowercase letters last string consist by 3 or more capital letters .	concat ( repeatrange ( <low> , 3 , 4 ) , repeatatleast ( <cap> , 3 ) )	alzNYJQUVZOBDMVAXPY dswzMJAYGXGSI opnUHESKQTZFLQMNJ zghQAG hswOJWYNYG hulNWNFOHEXTBEN	nmektQBHKQZBIVSISBMT tdPESHGSGAUTWK avzydMXADW prQIRIIVAUJFU eeSLYRGYXOK ullkvDIHLQJPL	0
b-2_t-sep_id-102	a number of 3 letter strings separated by commas	concat ( repeat ( <let> , 3 ) , star ( concat ( <,> , repeat ( <let> , 3 ) ) ) )	Mcs jph,jHN lUc,NfH,hYY veL,QuY,eBd,hut WUc,iFR Moc,UEr,CLO	xK,Im,Rz,Ga Xn,RE,ux,hk,be,ce Qa,QT,KW,Dn,kI,KG,Cr Ul,eX Xn,RE,ux,hk,be,QI sM	0
b-2_t-sep_id-105	a list of 3 semicolon separated strings . the first and second strings begin with any combination of 4 letters or digits . these strings end with 2 to 4 lower case letters . the third part is any number of capital letters .	concat ( concat ( repeat ( or ( <let> , <num> ) , 4 ) , repeatrange ( <low> , 2 , 4 ) ) , concat ( <;> , concat ( concat ( repeat ( or ( <let> , <num> ) , 4 ) , repeatrange ( <low> , 2 , 4 ) ) , concat ( <;> , repeatatleast ( <cap> , 1 ) ) ) ) )	O0Culdvs;0ctycf;H 80Oymq;2T2myvsz;DZG 80Oymq;2T2Btd;CZZCL Vdfhyc;t0Gnfo;GBWY O0Culdvs;0ctDkb;A rVfios;M87mszt;NJZLF	mLNWmxydw;x9e5pdvf;A 5xSxe;xTC8jv;Q 996wm;j2ykqb;Z 7LJcctv;A9twi;FXAUC eB9Ydhksk;uwdEtzz;R uG45qjwr;PuVpxt;34	0
b-2_t-sep_id-106	there are eleven strings . first , fifth and ninth strings consist of 2 to 4 letters . second , sixth and tenth strings consist of const0 lowercase letter . third , seventh and eleventh strings are consist of lowercase letters . fourth and eighth strings consist of dot symbol .	concat ( concat ( repeatrange ( <let> , 2 , 4 ) , concat ( const0 , <low> ) ) , concat ( <.> , concat ( concat ( repeatrange ( <let> , 2 , 4 ) , concat ( const0 , <low> ) ) , concat ( <.> , concat ( repeatrange ( <let> , 2 , 4 ) , concat ( const0 , <low> ) ) ) ) ) )	BiwFwc.slzHws.ahwa Hbwww.oZwx.IVxHwn Irwz.mPwy.xQwk Hbwww.oZwx.IVxwwj Irwz.mPwy.xpwb KvYIwp.utwwwq.Sbxwb	oTwx.bxNjwg.eEwhd fAwbwx.hWxmwoo.Ycyww uDmKqq.luzww.KLww LydKSwy.GJMwx.Kvwi vhydwo.Fhwx.htbfd mVeqz.MSww.poww	1 const0,w
b-2_t-sep_id-108	a list of 3 dash separated strings . the first and second strings consist of any number of characters , except special characters . the third part is 4 or more digits and capital letters .	concat ( repeatatleast ( or ( <num> , or ( <low> , <cap> ) ) , 1 ) , concat ( <-> , concat ( repeatatleast ( or ( <num> , or ( <low> , <cap> ) ) , 1 ) , concat ( <-> , and ( repeatatleast ( or ( <num> , <cap> ) , 1 ) , repeatatleast ( <any> , 4 ) ) ) ) ) )	a0t-7ct-2EQM7 5-9-0U2SO hTwlE2-9n-ILI0H a0t-7ct-2EQ60 c-s-76WP I-P-O7RR0856	Ps8L-yDZyoRD-7Xcv H-i4S-F22o FL-y-ZWwL 3AA-XTYz-I45Cd mr-90k-2ci5	0
b-2_t-sep_id-112	begin the string with an uppercase letter . use a comma to separate the next string which must be letters . 1 more comma , and compose the last string with numbers , lowercase letters , or big const0 . never end the line with a little letter after a number .	concat ( <cap> , concat ( <,> , concat ( repeatatleast ( or ( <low> , <cap> ) , 1 ) , concat ( <,> , and ( repeatatleast ( or ( <low> , or ( <num> , const0 ) ) , 1 ) , not ( endwith ( concat ( <num> , <low> ) ) ) ) ) ) ) )	W,x,DdDkDrbdDqDD V,eIGu,3 W,x,DdDkDrbdDqD8 Y,SP,nc Y,SP,Di Q,Lbrj,rD2xko2DDD	H,5,8iq1D0DD9 RP,pjF,kjzDD H,Tr3oT,qDDD1 M,Su82,r JS,x,8 A,7k,1vg	1 const0,D
b-2_t-sep_id-115	a list of 6 strings first , third and fifth strings are consist of 1 + const0 or 1 + const1 second and fourth strings are consist of full stop symbols and last string consist of 2 to 3 digit numeric values	concat ( or ( repeatatleast ( const0 , 1 ) , repeatatleast ( const1 , 1 ) ) , concat ( <.> , concat ( or ( repeatatleast ( const0 , 1 ) , repeatatleast ( const1 , 1 ) ) , concat ( <.> , concat ( or ( repeatatleast ( const0 , 1 ) , repeatatleast ( const1 , 1 ) ) , repeatrange ( <num> , 2 , 3 ) ) ) ) ) )	DD.NNNN.DDDDDD561 NN.N.N09 D.N.NNNNNNNNN954 DD.N.NNNNNNNNNNN756 DD.N.DDDDDDDDDDDD78 DDDDDDD.D.D24	.D.NNNNNNN946 .DD.NNNNNNNNNN451 .D.DDDDDDDDDDDD31 NN.DDDDD.973 DD..NNNNNNNNNNNN39 NN.NNNNNNN.28	2 const0,N const1,D
b-2_t-sep_id-12	a list of 8 strings . first , fourth and seventh strings are consist by 3+lowercas + letters that is optional . second , fifth and eighth strings are consist by 3 digit numeric values . third and sixth strings are consist by dot symbols .	concat ( concat ( optional ( repeatatleast ( <low> , 3 ) ) , repeat ( <num> , 3 ) ) , concat ( <.> , concat ( concat ( optional ( repeatatleast ( <low> , 3 ) ) , repeat ( <num> , 3 ) ) , concat ( <.> , concat ( optional ( repeatatleast ( <low> , 3 ) ) , repeat ( <num> , 3 ) ) ) ) ) )	853.nxjccb621.770 wcih638.067.693 119.451.cbjo244 skxem264.qzph617.127 853.nxj880.enw891 napvzgt743.367.626	8133.fhajv817.232 vcxk6275.161.aye716 126.ic171.vzgujiq052 482.50.muf063 iq030.308.qwhx864 zizp4738.592.zrfl621	0
b-2_t-sep_id-121	a string starting with 5 capital letters followed by a semicolon . immediately following there are 5 more capital letters and another semicolon again . next , there is 1 lowercase letter required followed by a string that can consist of a digit , a lowercase letter and capital const0 .	concat ( and ( repeatatleast ( <cap> , 1 ) , repeat ( <any> , 5 ) ) , concat ( <;> , concat ( and ( repeatatleast ( <cap> , 1 ) , repeat ( <any> , 5 ) ) , concat ( <;> , and ( repeatatleast ( or ( <num> , or ( <low> , const0 ) ) , 1 ) , startwith ( <low> ) ) ) ) ) )	LFTMG;CSBNK;pK656e NEYMO;VZQCP;ri6K YJPLR;AIBJQ;cxK NEYMO;VZQCP;ri6m NTMGC;XQFFX;cKKhesf XZQGT;BTAER;ohp4K80t	FQVIM;GSFZOA;wsh5Ki NIUHU;YPJMR;9b54KK GNEDK;NQADW;Kv TAIUI;PPELLN;sK970Kc KOEML;DPMRW;K2 MCENE;METEU;7qqKKKyK	1 const0,K
