problem_id	description	regex	pos_examples	neg_examples	const_values
b-1_t-sep_id-88	there are the 7 part of the strings . the first and fourth part of strings consist by a 3 to 4 digit numeric value or 3 to 4 lowercase and the next second and fifth string consist by a 1 to 3 lowercase letters and the third and sixth part strings are the semicolon symbol and the last of the allow the lowercase but only a length of the 3 .	concat ( concat ( or ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <low> , 3 , 4 ) ) , repeatrange ( <low> , 1 , 3 ) ) , concat ( <;> , concat ( concat ( or ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <low> , 3 , 4 ) ) , repeatrange ( <low> , 1 , 3 ) ) , concat ( <;> , and ( repeatatleast ( <low> , 1 ) , repeat ( <any> , 3 ) ) ) ) ) )	wpfmcib;109pkg;zej pakx;673x;npl 0037l;3258nxi;etj cwkwy;qychj;uht ugxy;8723c;gif 8593jwg;2026hgg;het	8156ndk;aifvfdi;ju 1213fnf;tilgrjm;865 ypdqx;9102snc;sm dqnm;gnyvgc;9n5 450hd;550j;jKh 6981;6103ye;itp	0
b-1_t-sep_id-88	a list of 3 semi - colon separated strings . the frst 2 must start with 3 - 4 digits or 3 - 4 lowercase letters followed by 1 - 3 lowercase letters . the third must be 3 lowercase letters .	concat ( concat ( or ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <low> , 3 , 4 ) ) , repeatrange ( <low> , 1 , 3 ) ) , concat ( <;> , concat ( concat ( or ( repeatrange ( <num> , 3 , 4 ) , repeatrange ( <low> , 3 , 4 ) ) , repeatrange ( <low> , 1 , 3 ) ) , concat ( <;> , and ( repeatatleast ( <low> , 1 ) , repeat ( <any> , 3 ) ) ) ) ) )	wpfmcib;109pkg;zej pakx;673x;npl 0037l;3258nxi;etj cwkwy;qychj;uht ugxy;8723c;gif 8593jwg;2026hgg;het	8156ndk;aifvfdi;ju 1213fnf;tilgrjm;865 ypdqx;9102snc;sm dqnm;gnyvgc;9n5 450hd;550j;jKh 6981;6103ye;itp	0
b-1_t-sep_id-89	a list of 6 strings . a first string consist the 1 to 2 const0 and the second , fourth and last string consist by a 3 to 4 letters only . finally a third and the fifth strings are consist by a dash	concat ( concat ( repeatrange ( const0 , 1 , 2 ) , repeatrange ( <let> , 3 , 4 ) ) , concat ( <-> , concat ( repeatrange ( <let> , 3 , 4 ) , concat ( <-> , repeatrange ( <let> , 3 , 4 ) ) ) ) )	SqALl-hvaP-pfsf SqALl-hvaP-pfYK STpUP-FBu-GBvA SYuGk-mSV-Cvt SYuGk-mSV-CQA STpUP-FBu-GBDr	tzz-LUI-ult SeU-KLF-NBv SPcC-SpK-pDCLJ SYDFG-HpJrm-ZmGZ SelsV-jSykA-DDX AFxY-fLiy-Mhz	1 const0,S
b-1_t-sep_id-89	the string consists of 1 or 2 of the letter const0 , followed by 3 or 4 letters , then a dash , then 3 or 4 letters , then a dash , then a final 3 or 4 letters .	concat ( concat ( repeatrange ( const0 , 1 , 2 ) , repeatrange ( <let> , 3 , 4 ) ) , concat ( <-> , concat ( repeatrange ( <let> , 3 , 4 ) , concat ( <-> , repeatrange ( <let> , 3 , 4 ) ) ) ) )	SqALl-hvaP-pfsf SqALl-hvaP-pfYK STpUP-FBu-GBvA SYuGk-mSV-Cvt SYuGk-mSV-CQA STpUP-FBu-GBDr	tzz-LUI-ult SeU-KLF-NBv SPcC-SpK-pDCLJ SYDFG-HpJrm-ZmGZ SelsV-jSykA-DDX AFxY-fLiy-Mhz	1 const0,S
b-1_t-sep_id-95	a list of 3 semi - colon separated strings . the first must be const0 or const1 . the other 2 must start with 3 digits or 3 lowercase letters , must be 1 - 4 characters long and can have digits , lowercase and capital letters .	concat ( or ( const0 , const1 ) , concat ( <;> , concat ( and ( repeatatleast ( or ( <low> , or ( <num> , <cap> ) ) , 1 ) , and ( repeatrange ( <any> , 1 , 4 ) , startwith ( or ( repeat ( <num> , 3 ) , repeat ( <low> , 3 ) ) ) ) ) , concat ( <;> , and ( repeatatleast ( or ( <low> , or ( <num> , <cap> ) ) , 1 ) , and ( repeatrange ( <any> , 1 , 4 ) , startwith ( or ( repeat ( <num> , 3 ) , repeat ( <low> , 3 ) ) ) ) ) ) ) ) )	579;tvtb;uyiA 579;384q;355 579;384q;fsf 579;wpp;mmu 579;tvtb;754N 579;tvtb;uyi3	719;581;6 463;sql;qqd 579;88;582X 579;hfn;v 579;88;blj8 579;1616L;387	2 const0,579 const1,719
b-1_t-sep_id-97	two strings separated by a comma with . allow : lowercase and the final string also consist of . allow : lowercase after a comma .	concat ( repeatatleast ( <low> , 1 ) , concat ( <,> , concat ( repeatatleast ( <low> , 1 ) , concat ( <,> , repeatatleast ( <low> , 1 ) ) ) ) )	y,odnqnjgz,unjtggw ku,uoky,piu m,ixze,vzd m,e,d q,o,odpponlinpoxa wq,toogsg,pw	ri,UQO,ngl ev,b,0yj29212 ev,b,0yj2921t uiq,AhhhSb,iy 3c6jc,tatgicdsm,b k,r,41	0
b-1_t-sep_id-97	a list of 3 comma separated strings of lowercase letters .	concat ( repeatatleast ( <low> , 1 ) , concat ( <,> , concat ( repeatatleast ( <low> , 1 ) , concat ( <,> , repeatatleast ( <low> , 1 ) ) ) ) )	y,odnqnjgz,unjtggw ku,uoky,piu m,ixze,vzd m,e,d q,o,odpponlinpoxa wq,toogsg,pw	ri,UQO,ngl ev,b,0yj29212 ev,b,0yj2921t uiq,AhhhSb,iy 3c6jc,tatgicdsm,b k,r,41	0
b-1_t-uns_id-0	the strings must contain capital letters , can not stat with a lowercase or capital letters and can not end with a special character followed by a capital letter .	and ( not ( startwith ( <low> ) ) , and ( not ( endwith ( concat ( <spec> , <cap> ) ) ) , and ( not ( startwith ( <cap> ) ) , contain ( <cap> ) ) ) )	@!@+x!;6=!K; :,_Z# @IL=*=.=a@69R@5s, !2*,H^_!+._ *@f8Y@c $!@=7P	_ttgj60%7bot* ^s;# An-^2&@2@^ D2:_&: ^qbr240 9kj8ov6t0vy3	0
b-1_t-uns_id-0	the string should not start with lowercase or capital letter even though it contains a capital letter and it ends with a character which is not special and then it followed by a capital letter	and ( not ( startwith ( <low> ) ) , and ( not ( endwith ( concat ( <spec> , <cap> ) ) ) , and ( not ( startwith ( <cap> ) ) , contain ( <cap> ) ) ) )	@!@+x!;6=!K; :,_Z# @IL=*=.=a@69R@5s, !2*,H^_!+._ *@f8Y@c $!@=7P	_ttgj60%7bot* ^s;# An-^2&@2@^ D2:_&: ^qbr240 9kj8ov6t0vy3	0
b-1_t-uns_id-10	this pattern matches any string that is no longer than 8 characters , none of them being capital letters , or a repated const0 lowercase character .	and ( repeatrange ( <any> , 0 , 8 ) , and ( not ( contain ( repeat ( const0 , 2 ) ) ) , not ( contain ( <cap> ) ) ) )	h : :hsrb^* 8vceh$ n+ nu	xg8ij;hsg xg8ij;h^l h=+hh h,R h7hzh$E hc.zhh	1 const0,h
b-1_t-uns_id-10	a string of length 8 characters or less , does not have 2 const0 , and has no capitals .	and ( repeatrange ( <any> , 0 , 8 ) , and ( not ( contain ( repeat ( const0 , 2 ) ) ) , not ( contain ( <cap> ) ) ) )	h : :hsrb^* 8vceh$ n+ nu	xg8ij;hsg xg8ij;h^l h=+hh h,R h7hzh$E hc.zhh	1 const0,h
b-1_t-uns_id-12	a string consist of lowercase letters . it could not start with a const1 or const0 and allowed lowercase letters .	and ( repeatatleast ( <low> , 1 ) , and ( not ( startwith ( <l> ) ) , not ( startwith ( const0 ) ) ) )	ro rticakwzgf renvtq mccvgfvf syewpulpzy xpaeeeipornwaxits	rplityshdg rurNGwbst rurNGwbsT VWyabZSS lzvaqpeyimvxkqssnor l	2 const0,rp const1,I
b-1_t-uns_id-12	this string allows lowercase letters . it may not begin with the letters const0 or the sequence of the letters const1 .	and ( repeatatleast ( <low> , 1 ) , and ( not ( startwith ( const0 ) ) , not ( startwith ( const1 ) ) ) )	ro rticakwzgf renvtq mccvgfvf syewpulpzy xpaeeeipornwaxits	rplityshdg rurNGwbst rurNGwbsT VWyabZSS lzvaqpeyimvxkqssnor l	2 const0,l const1,rp
b-1_t-uns_id-17	a string may not end with a letter .	not ( endwith ( <let> ) )	^Ls^J;kDUEU6FR=gv6 zt0^=kZ@VBfv7 8-_^ $b$f^^hrS^^._^ J$_L^^Csu3^1_iy_# $b$f^^hrS^^._0	^^BBE%Xotxq ^^i%QaT;_4^j ^$&^&n t__y_u4v&_^0A ^^i%QaT;_4^U yqN^Y&j_J	0
b-1_t-uns_id-17	the string does not end with a letter .	not ( endwith ( <let> ) )	^Ls^J;kDUEU6FR=gv6 zt0^=kZ@VBfv7 8-_^ $b$f^^hrS^^._^ J$_L^^Csu3^1_iy_# $b$f^^hrS^^._0	^^BBE%Xotxq ^^i%QaT;_4^j ^$&^&n t__y_u4v&_^0A ^^i%QaT;_4^U yqN^Y&j_J	0
b-1_t-uns_id-18	string must have const1 , must not end with a special character and must not contain lowercase + const0 .	and ( not ( contain ( concat ( <low> , const0 ) ) ) , and ( not ( endwith ( <spec> ) ) , contain ( const1 ) ) )	4a@42 4jl#f#l4L842@c 42U 4a$42 423 hg4-1B,42L	11O%xby42@ lbf+CfiB;RI&42- 042-f#Eq$7WRar%M 0!T^6o9;3;p&0 !3 m42;	2 const0,% const1,42
b-1_t-uns_id-18	the string can not have a lowercase letter followed by a const0 . it must have a const1 and can not end with a special character .	and ( not ( contain ( concat ( <low> , const0 ) ) ) , and ( not ( endwith ( <spec> ) ) , contain ( const1 ) ) )	4a@42 4jl#f#l4L842@c 42U 4a$42 423 hg4-1B,42L	11O%xby42@ lbf+CfiB;RI&42- 042-f#Eq$7WRar%M 0!T^6o9;3;p&0 !3 m42;	2 const0,% const1,42
b-1_t-uns_id-2	the string can contain any characters and can be any length , but it must not start with const0 .	not ( startwith ( const0 ) )	MP-h#KoIq4CJzD YrLU:t!w.#7 LoE;PL5;@4 7 imU6@!LGn#:k=$ 9t	MPKhC6@.ubh$RdtY MPK3dn4ZR3 MPKcu MPKgmeQi^ MPKGByw+ MPKtQjh	1 const0,MPK
b-1_t-uns_id-2	a string that does not start with const0 .	not ( startwith ( const0 ) )	MP-h#KoIq4CJzD YrLU:t!w.#7 LoE;PL5;@4 7 imU6@!LGn#:k=$ 9t	MPKhC6@.ubh$RdtY MPK3dn4ZR3 MPKcu MPKgmeQi^ MPKGByw+ MPKtQjh	1 const0,MPK
b-1_t-uns_id-22	the first and last string consist of contain captial letter , if have special character must be before digit , no lowercase	and ( contain ( <cap> ) , and ( and ( not ( endwith ( <spec> ) ) , not ( contain ( concat ( <spec> , notcc ( <num> ) ) ) ) ) , not ( contain ( <low> ) ) ) )	!6#5!3@9@7*7C^7&1M %5J8 8I4 D !5#8!9+15=6!056H !37@7YG	=7^2$4=7J, 6+0!6=2@8 V,82#7=9^8^ !8;15%9%0@3@6 g6=67IF!9@5Q,9 g6=67IF!9@5Q!2	0
b-1_t-uns_id-22	a string containing at least 1 capital letter . special characters are allowed only when preceding a digit . there can not be lowercase letters .	and ( contain ( <cap> ) , and ( and ( not ( endwith ( <spec> ) ) , not ( contain ( concat ( <spec> , notcc ( <num> ) ) ) ) ) , not ( contain ( <low> ) ) ) )	!6#5!3@9@7*7C^7&1M %5J8 8I4 D !5#8!9+15=6!056H !37@7YG	=7^2$4=7J, 6+0!6=2@8 V,82#7=9^8^ !8;15%9%0@3@6 g6=67IF!9@5Q,9 g6=67IF!9@5Q!2	0
b-1_t-uns_id-23	the string can be any length , but it can not begin with a special character	not ( startwith ( <spec> ) )	bC$ 9aRE cB9m:7_+tNPHT@,S,S50 Z%t:O 0 E3	&_chs7ay_BUsE ^a3ARi6Ge !1 ,Ry!uExp ;%BP __D	0
b-1_t-uns_id-23	any string that does nt start with a special character	not ( startwith ( <spec> ) )	bC$ 9aRE cB9m:7_+tNPHT@,S,S50 Z%t:O 0 E3	&_chs7ay_BUsE ^a3ARi6Ge !1 ,Ry!uExp ;%BP __D	0
b-1_t-uns_id-25	the string can not contain const1 and must start and end with a lowercase letter . in the end there can not be const0 .	and ( and ( endwith ( <low> ) , not ( endwith ( const0 ) ) ) , and ( startwith ( <low> ) , not ( contain ( const1 ) ) ) )	ziafWLsjji-dhjxSqEs piimhsisihd iioikwvft4siiR3kyvkd mzv qwlsx3j j,iadi4i9xfchojiv	oeQ j%rz #2iUp_xSimd fBwr9cm ptWx^jwaxP 0y	2 const0,i const1,r
b-1_t-uns_id-25	this pattern is formed by any combination where the first character is a lowercase letter , const1 letter is not used , and it ends with any lowercase letter that is not const0	and ( and ( endwith ( <low> ) , not ( endwith ( const0 ) ) ) , and ( startwith ( <low> ) , not ( contain ( const1 ) ) ) )	ziafWLsjji-dhjxSqEs piimhsisihd iioikwvft4siiR3kyvkd mzv qwlsx3j j,iadi4i9xfchojiv	oeQ j%rz #2iUp_xSimd fBwr9cm ptWx^jwaxP 0y	2 const0,i const1,r
b-1_t-uns_id-29	a string longer than 6 characters starting with a capital letter , followed by any combination of capital letters or special characters as long as the total number of capital letters is not 3 .	and ( repeatatleast ( or ( <cap> , <spec> ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , and ( not ( contain ( repeat ( <cap> , 3 ) ) ) , startwith ( <cap> ) ) ) )	Z^:_!^!=-_@%E_B% K.$%F=!@R;@ U;-+#!!T-,W@&%==&;! H!^!;%,*R P*;#!!_#== S!=_@==^@&^:-;!!%#_@	Z;:+;!m:,=^Zh!w_+& !@#+!_OX:-=@ W,S=,=Z$!RCB! S^.!=&V_CDC +^F@^J@:+_* T_=!;	0
b-1_t-uns_id-29	the string must begin with a capital letter . it then has 5 or more special characters or capital letters , but the string can not contain 3 capital letters in a row .	and ( repeatatleast ( or ( <cap> , <spec> ) , 1 ) , and ( repeatatleast ( <any> , 6 ) , and ( not ( contain ( repeat ( <cap> , 3 ) ) ) , startwith ( <cap> ) ) ) )	Z^:_!^!=-_@%E_B% K.$%F=!@R;@ U;-+#!!T-,W@&%==&;! H!^!;%,*R P*;#!!_#== S!=_@==^@&^:-;!!%#_@	Z;:+;!m:,=^Zh!w_+& !@#+!_OX:-=@ W,S=,=Z$!RCB! S^.!=&V_CDC +^F@^J@:+_* T_=!;	0
b-1_t-uns_id-3	the string must be 6 to 8 characters long . it can not contain the sequence const0 , and it must end with a lowercase letter followed by a capital letter .	and ( repeatrange ( <any> , 6 , 8 ) , and ( endwith ( concat ( <low> , <cap> ) ) , not ( contain ( const0 ) ) ) )	57IojlhG 57IojqaE avVymY .crWxbU avVysE avVcsG	oqooogT v1oeU voJqo=o+ oqooguP v1kvF zMH33ob	1 const0,og
b-1_t-uns_id-3	the string has 6 to 8 characters and does not contain const0 . the string ends with lowercase letter after which there is a capital letter .	and ( repeatrange ( <any> , 6 , 8 ) , and ( endwith ( concat ( <low> , <cap> ) ) , not ( contain ( const0 ) ) ) )	57IojlhG 57IojqaE avVymY .crWxbU avVysE avVcsG	oqooogT v1oeU voJqo=o+ oqooguP v1kvF zMH33ob	1 const0,og
b-1_t-uns_id-34	the string does not have special characters . the string ends with a letter .	and ( not ( contain ( <spec> ) ) , endwith ( <let> ) )	31pSAl7F4Bd96y T fgU5VCJ5RnFa7nY8P4iP Jut32OdlQ z3R4J 31pSAl7F4Bd96P	308eju3 &c^tz5f Im01411MDf7 i5 #8QB^^__.Aq !O	0
b-1_t-uns_id-36	this pattern matches any string starting with const3 , followed by any lowercase letters and/or capital const1 and/or const2 characters , and does not end with the substring const0	and ( not ( endwith ( const0 ) ) , and ( contain ( or ( const1 , const2 ) ) , and ( contain ( <low> ) , startwith ( const3 ) ) ) )	LLAKtYo7_z3A LL!7AfiYXw LL2dSFYXYNsJ6sYW9GW; LL_0UX;-A0Q^v LLCUlA LL_0UX;-A0QtZ	jA LLS_Y^L^^Y$ LLAoj6Il&YYUYT LLoaHWVYXOeTYUX SkYHi LL7ES28_V7_$2YY	4 const0,YT const1,A const2,S const3,LL
b-1_t-uns_id-36	the string consists of letters const1 or const2 and lowercase letters . the string must start with const3 , and the string must not end with const0 .	and ( not ( endwith ( const0 ) ) , and ( contain ( or ( const1 , const2 ) ) , and ( contain ( <low> ) , startwith ( const3 ) ) ) )	LLAKtYo7_z3A LL!7AfiYXw LL2dSFYXYNsJ6sYW9GW; LL_0UX;-A0Q^v LLCUlA LL_0UX;-A0QtZ	jA LLS_Y^L^^Y$ LLAoj6Il&YYUYT LLoaHWVYXOeTYUX SkYHi LL7ES28_V7_$2YY	4 const0,YT const1,A const2,S const3,LL
b-1_t-uns_id-40	this string starts with 3 special characters , but can not start with 3 const1 . the string can have optional characters after the special characters , but it can not have the pattern const0 in it .	and ( not ( contain ( const0 ) ) , and ( startwith ( repeat ( <spec> , 3 ) ) , not ( startwith ( repeat ( const1 , 3 ) ) ) ) )	;#@TTym_T&TQTXs5 _;^ =;^TC &@@!n.TTTFTi @@!%0pTETAT4jTTTS :!;Y^TcTS	^=-TTTaTTTCA Oo7ATT .!=&eTCA ^=-TTTaTQTCA 3T0cTr9Tzq &!!TCA	2 const0,TCA const1,&
b-1_t-uns_id-40	the string must not have const0 in it . the string starts with 3 special characters which must not be 3 const1 .	and ( not ( contain ( const0 ) ) , and ( startwith ( repeat ( <spec> , 3 ) ) , not ( startwith ( repeat ( const1 , 3 ) ) ) ) )	;#@TTym_T&TQTXs5 _;^ =;^TC &@@!n.TTTFTi @@!%0pTETAT4jTTTS :!;Y^TcTS	^=-TTTaTTTCA Oo7ATT .!=&eTCA ^=-TTTaTQTCA 3T0cTr9Tzq &!!TCA	2 const0,TCA const1,&
b-1_t-uns_id-42	the first and last string consist of have letter	contain ( <let> )	6_808^3zqj1# ^^a ^^$-^f ^^_YWAbe 0-,_qYo$aO, 376vhx:bF	_%_^,^^;^%8__ #^^333 &4  ^_^ _^;_^!.#1^	0
b-1_t-uns_id-42	the string must have letter in it .	contain ( <let> )	6_808^3zqj1# ^^a ^^$-^f ^^_YWAbe 0-,_qYo$aO, 376vhx:bF	_%_^,^^;^%8__ #^^333 &4  ^_^ _^;_^!.#1^	0
b-1_t-uns_id-43	a string of length less than or equal to 10 , that consists of numbers and const1 . it may not begin with const0 and must end with const2 .	and ( repeatatleast ( <num> , 1 ) , and ( repeatrange ( <any> , 0 , 10 ) , and ( not ( startwith ( const0 ) ) , and ( contain ( const1 ) , endwith ( const2 ) ) ) ) )	321373137 0217183337 321373737 21237 321373637 22137	2179065 948202137 20016882137 22942921 982137 96121137	3 const0,9 const1,21 const2,37
b-1_t-uns_id-43	a numeric value of maximum 10 digits that contains const1 and ends with const2 . it can not start with const0 .	and ( repeatatleast ( <num> , 1 ) , and ( repeatrange ( <any> , 0 , 10 ) , and ( not ( startwith ( const0 ) ) , and ( contain ( const1 ) , endwith ( const2 ) ) ) ) )	321373137 0217183337 321373737 21237 321373637 22137	2179065 948202137 20016882137 22942921 982137 96121137	3 const0,9 const1,21 const2,37
b-1_t-uns_id-49	this pattern matches any string starting with 3 digits but not with the const0 one	and ( startwith ( repeat ( <num> , 3 ) ) , not ( startwith ( repeat ( <5> , 3 ) ) ) )	510mB^wARFH-A;1$75n 558Q-KBXuTL16 583rmU 676Utm05k$ 554hCe:yB_Hss._4f0pa 553ggM7	555lFX,r3 555N.+Yrm--E1H 555= 555an_9k=l6^ 555K2%;ew_q6..d%OLf; 5555:	1 const0,555
b-1_t-uns_id-49	the string starts with 3 numbers but not 3 number const0 .	and ( startwith ( repeat ( <num> , 3 ) ) , not ( startwith ( repeat ( const0 , 3 ) ) ) )	510mB^wARFH-A;1$75n 558Q-KBXuTL16 583rmU 676Utm05k$ 554hCe:yB_Hss._4f0pa 553ggM7	555lFX,r3 555N.+Yrm--E1H 555= 555an_9k=l6^ 555K2%;ew_q6..d%OLf; 5555:	1 const0,5
b-1_t-uns_id-54	the part of string consist of every digit must come before lowercase .	and ( not ( endwith ( <num> ) ) , not ( contain ( concat ( <num> , notcc ( <low> ) ) ) ) )	2i0p$%  2e--2tIH9c-9r 8z,.6x4g1aP%f*$ 2i0pf, 9x&3wk5b7x3c6wz6i+	9795q+# 9795qh# 6%Op%G4*+!,+ 1r+n9X%F#*u3.Q 5t0Ni 6$n$#+V,V7*7.	0
b-1_t-uns_id-54	the string has numbers which must be followed by lowercase letters .	and ( not ( endwith ( <num> ) ) , not ( contain ( concat ( <num> , notcc ( <low> ) ) ) ) )	2i0p$%  2e--2tIH9c-9r 8z,.6x4g1aP%f*$ 2i0pf, 9x&3wk5b7x3c6wz6i+	9795q+# 9795qh# 6%Op%G4*+!,+ 1r+n9X%F#*u3.Q 5t0Ni 6$n$#+V,V7*7.	0
b-1_t-uns_id-55	the first and last string consist by allowed lowercase and digit numeric value .	repeatatleast ( or ( <low> , <num> ) , 1 )	6xj646q3gm1 61bp0n82a58h6r6z9g f4a08796fsl778p w3wn0nm 6xj646q3g0w 361i1k93b	!!k=!^@,*0=#* _ $*_hd*= f_%4q $*_hd*4	0
b-1_t-uns_id-55	sequence of lowercase letters and any digits . all other symbols are also allowed .	repeatatleast ( or ( <low> , <num> ) , 1 )	6xj646q3gm1 61bp0n82a58h6r6z9g f4a08796fsl778p w3wn0nm 6xj646q3g0w 361i1k93b	!!k=!^@,*0=#* _ $*_hd*= f_%4q $*_hd*4	0
b-1_t-uns_id-56	this single string can be any length , but it has to start with a capital const0 or a lowercase const1	startwith ( or ( const0 , <v> ) )	vq!,vWrDWAOI v5XN9A.2XB*CgsogitUO SscO5Twugwfl9e3 Sqy0N0rlvE77uE SaQLoI@rmB*y SDqz*NZ%	-JOfvjAx^hxsWkUT: w4R+vDZ@nR= 7;-2KW u3nW;gvp 1m@368Wqb%& ivIH9VWci4h-;8	2 const0,S const1,v.
b-1_t-uns_id-56	a string consist by letters it must be start with a letters const0 or const1	startwith ( or ( const0 , <v> ) )	vq!,vWrDWAOI v5XN9A.2XB*CgsogitUO SscO5Twugwfl9e3 Sqy0N0rlvE77uE SaQLoI@rmB*y SDqz*NZ%	-JOfvjAx^hxsWkUT: w4R+vDZ@nR= 7;-2KW u3nW;gvp 1m@368Wqb%& ivIH9VWci4h-;8	2 const0,S const1,V
b-1_t-uns_id-60	a string consists of letters , or special character . the upperscore are 3 capital letter or 3 special character . the lenght > = 4	and ( repeatatleast ( <any> , 4 ) , and ( startwith ( or ( repeat ( <low> , 3 ) , repeat ( <spec> , 3 ) ) ) , not ( contain ( <num> ) ) ) )	=:=-*R&zP_ svl,&-&.!.MVE++D,ZQ =$!fc&i.:d!R!K _-=Mlz,^$-I.- #^.&*$Y!; ,*_r!-.n%$Z!k%+K!CF;	lkm,&el7 @^_4^ F_!&_FX,,x!yAm @;! ;;-1E2OP#. @;@	0
b-1_t-uns_id-63	this pattern matches any string that starts with a special character or capital letter , and contain any character , excluding lowercase letters .	and ( repeatatleast ( or ( <cap> , or ( <num> , <spec> ) ) , 1 ) , startwith ( or ( <spec> , <cap> ) ) )	=G=!!__39!+S+P^8= :! !PO**_!$!!+^_ ^!+^$!U_ ! +#.	5X 9.0 9.+ 8^H%J,%F=,=!-3 X8#=-+e*0m7F: 9=_T!R-@!=:;J	0
b-1_t-uns_id-63	the string consists of capital letters , numbers and special characters . the string must start with either a special character or a capital letter .	and ( repeatatleast ( or ( <cap> , or ( <num> , <spec> ) ) , 1 ) , startwith ( or ( <spec> , <cap> ) ) )	=G=!!__39!+S+P^8= :! !PO**_!$!!+^_ ^!+^$!U_ ! +#.	5X 9.0 9.+ 8^H%J,%F=,=!-3 X8#=-+e*0m7F: 9=_T!R-@!=:;J	0
b-1_t-uns_id-66	the string is 1 or more digits , letters , or the character const0 . the string can not contain the pattern const1 and can not end with 3 digits .	and ( repeatatleast ( or ( <num> , or ( <let> , const0 ) ) , 1 ) , and ( not ( contain ( concat ( const0 , <0> ) ) ) , not ( endwith ( repeat ( <num> , 3 ) ) ) ) )	44.m56so.3vXi 3g05yR.3 w 4qndCgQ..S..J6e0 .yr5sfm34ui.8pX.. 14.PN.9.WA..	037 .I.97Q3N9t4926 X.0 mX.Y.0. .8.xW..e758 ..A.390	2 const0,. const1,.0
b-1_t-uns_id-66	a string consisting of letters , numbers and the character const0 , which can not be followed by const1 . at the end of the string can not contain a sequence of 3 numbers .	and ( repeatatleast ( or ( <num> , or ( <let> , const0 ) ) , 1 ) , and ( not ( contain ( concat ( const0 , const1 ) ) ) , not ( endwith ( repeat ( <num> , 3 ) ) ) ) )	44.m56so.3vXi 3g05yR.3 w 4qndCgQ..S..J6e0 .yr5sfm34ui.8pX.. 14.PN.9.WA..	037 .I.97Q3N9t4926 X.0 mX.Y.0. .8.xW..e758 ..A.390	2 const0,. const1,0
b-1_t-uns_id-67	a string consists of no capital then 2 letter . it not must start with a lowercase letter and can not have underscore in the end .	and ( not ( contain ( concat ( <cap> , repeat ( <let> , 2 ) ) ) ) , not ( startwith ( <low> ) ) )	B*E:W_Ee^=AG4do;gp _zgqD9Y_2+U30Nr559pj T#8YH :NG ;6ns$jj1B5Ha2& Ek,Wb17IL_.@P^J@2z&	Aqm=Q k=J% rAA_E_L@W 3Y_Ge^Ds^%h:NVN ^j#GFr7 8uhkm#YHMy	0
b-1_t-uns_id-67	a string that does not start with a lowercase letter and does not contain a capital followed by 2 letters .	and ( not ( contain ( concat ( <cap> , repeat ( <let> , 2 ) ) ) ) , not ( startwith ( <low> ) ) )	B*E:W_Ee^=AG4do;gp _zgqD9Y_2+U30Nr559pj T#8YH :NG ;6ns$jj1B5Ha2& Ek,Wb17IL_.@P^J@2z&	Aqm=Q k=J% rAA_E_L@W 3Y_Ge^Ds^%h:NVN ^j#GFr7 8uhkm#YHMy	0
b-1_t-uns_id-70	the string must be less than 9 characters and does not contain the letters const0 in that sequence .	and ( repeatrange ( <any> , 0 , 8 ) , not ( contain ( const0 ) ) )	Bl2^hypT hhzh nhj hhz6 xzhz2 !hhiH#m	h.8amhyaP h.8amhyhw 3hv hhhvBGS x&hv hvh	1 const0,hv
b-1_t-uns_id-72	this pattern matches any string that starts with 2 lowercase letters , excluding those starting with const0 , has a length of 6 to 9 characters , contains the substring const1 , and ends with a digit or capital letter .	and ( repeatrange ( <any> , 6 , 9 ) , and ( and ( startwith ( repeat ( <low> , 2 ) ) , not ( startwith ( const0 ) ) ) , and ( endwith ( or ( <num> , <cap> ) ) , contain ( const1 ) ) ) )	vwA*RCN0 xrCNC=3 vwA*RCCN ksCeCN vwA*R%CN iqCECN*PE	uzCSlCJ ui!CHC yaCN0 jwaCNh uyC^CN uy5!C4CN	2 const0,uy const1,CN
b-1_t-uns_id-72	a string which has a length of 6 to 9 characters and contains c and n . the string starts with 2 lowercase letters which should not be u or y . the string ends with number or capital letter .	and ( repeatrange ( <any> , 6 , 9 ) , and ( and ( startwith ( repeat ( <low> , 2 ) ) , not ( startwith ( const ( <uy> ) ) ) ) , and ( endwith ( or ( <num> , <cap> ) ) , contain ( const ( <CN> ) ) ) ) )	vwA*RCN0 xrCNC=3 vwA*RCCN ksCeCN vwA*R%CN iqCECN*PE	uzCSlCJ ui!CHC yaCN0 jwaCNh uyC^CN uy5!C4CN	0
b-1_t-uns_id-73	a string starting with any capital letter that is nt const0 . to be followed by any digits , letters or special characters as long as the number of special characters is more or less than 2 and the number of letters is more or less than 3 .	and ( not ( contain ( repeat ( <spec> , 2 ) ) ) , and ( not ( endwith ( repeat ( <let> , 3 ) ) ) , and ( startwith ( <cap> ) , not ( startwith ( const0 ) ) ) ) )	F+9.0*M^8H= Hh*0;s*J53!q^ W_t^Y;5W!R V3=Mny=u:mm@ B=t! W%1!Ho^0#	XVh:: Y-:rh;$I^=EO^__ Wtl@x2Gjh D;0^N+K!g@e+Lai @y!p@u%U@3p H9GF=@_R	1 const0,P
